PID,DN,DP,TN,RL,text,data,path,storage_type,text_type,update_time
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 80)","(text, exit left)","(data, None)","(path, database//Jane//1625260855-703889-87.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 81)","(text, turn left)","(data, None)","(path, database//Jane//1625260855-534362-76.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 82)","(text, turn right)","(data, None)","(path, database//Jane//1625260855-534366-77.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 83)","(text, stay to the left)","(data, None)","(path, database//Jane//1625260855-534367-78.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 84)","(text, stay to the right)","(data, None)","(path, database//Jane//1625260855-534368-79.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 85)","(text, take the fourth exit)","(data, None)","(path, database//Jane//1625260855-521626-72.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 86)","(text, take the fifth exit)","(data, None)","(path, database//Jane//1625260855-521630-73.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 87)","(text, take the sixth exit)","(data, None)","(path, database//Jane//1625260855-521631-74.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 88)","(text, take the seventh exit)","(data, None)","(path, database//Jane//1625260855-521632-75.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 89)","(text, continue straight for 8 minutes)","(data, None)","(path, database//Jane//1625260856-5754-100.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 90)","(text, continue straight for 9 minutes)","(data, None)","(path, database//Jane//1625260856-5758-101.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 91)","(text, continue straight for 10 minutes)","(data, None)","(path, database//Jane//1625260856-5759-102.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 92)","(text, continue straight for 11 minutes)","(data, None)","(path, database//Jane//1625260856-5759-103.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 93)","(text, continue straight for 12 minutes)","(data, None)","(path, database//Jane//1625260856-50042-104.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 94)","(text, continue straight for 13 minutes)","(data, None)","(path, database//Jane//1625260856-50045-105.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 95)","(text, continue straight for 14 minutes)","(data, None)","(path, database//Jane//1625260856-50046-106.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 96)","(text, continue straight for 15 minutes)","(data, None)","(path, database//Jane//1625260856-50047-107.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 97)","(text, in 3 minutes)","(data, None)","(path, database//Jane//1625260855-729571-96.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 98)","(text, in 4 minutes)","(data, None)","(path, database//Jane//1625260855-729574-97.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 99)","(text, continue straight for 6 minutes)","(data, None)","(path, database//Jane//1625260855-729575-98.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 100)","(text, continue straight for 7 minutes)","(data, None)","(path, database//Jane//1625260855-729576-99.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 101)","(text, exit right)","(data, None)","(path, database//Jane//1625260855-716697-88.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 102)","(text, make a u-turn)","(data, None)","(path, database//Jane//1625260855-716701-89.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 103)","(text, you've arrived at your first stop)","(data, None)","(path, database//Jane//1625260855-716702-90.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 104)","(text, continue straight for 5 minutes)","(data, None)","(path, database//Jane//1625260855-716703-91.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 105)","(text, continue straight for 20 minutes)","(data, None)","(path, database//Jane//1625260856-93690-108.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 106)","(text, continue straight for 25 minutes)","(data, None)","(path, database//Jane//1625260856-93694-109.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 107)","(text, continue straight for 30 minutes)","(data, None)","(path, database//Jane//1625260856-93695-110.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 108)","(text, continue straight for 35 minutes)","(data, None)","(path, database//Jane//1625260856-93696-111.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 109)","(text, continue straight for 40 minutes)","(data, None)","(path, database//Jane//1625260856-104113-112.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 110)","(text, continue straight for 45 minutes)","(data, None)","(path, database//Jane//1625260856-104117-113.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 111)","(text, continue straight for 50 minutes)","(data, None)","(path, database//Jane//1625260856-104118-114.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 112)","(text, continue straight for 1 hour)","(data, None)","(path, database//Jane//1625260856-104119-115.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 113)","(text, continue straight for 1 hour and 15 minutes)","(data, None)","(path, database//Jane//1625260856-111678-116.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 114)","(text, continue straight for 1 hour and 30 minutes)","(data, None)","(path, database//Jane//1625260856-111682-117.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 115)","(text, continue straight for 1 hour and 45 minutes)","(data, None)","(path, database//Jane//1625260856-111683-118.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 116)","(text, continue straight for 2 hours)","(data, None)","(path, database//Jane//1625260856-111683-119.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 117)","(text, continue straight for 2 hours and 15 minutes)","(data, None)","(path, database//Jane//1625260856-310865-120.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 118)","(text, continue straight for 2 hours and 30 minutes)","(data, None)","(path, database//Jane//1625260856-310870-121.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 119)","(text, continue straight for 2 hours and 45 minutes)","(data, None)","(path, database//Jane//1625260856-310871-122.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 120)","(text, continue straight for 3 hours)","(data, None)","(path, database//Jane//1625260856-310872-123.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 121)","(text, continue straight for 3 hours and 15 minutes)","(data, None)","(path, database//Jane//1625260856-311895-124.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 122)","(text, continue straight for 3 hours and 30 minutes)","(data, None)","(path, database//Jane//1625260856-311899-125.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 123)","(text, continue straight for 3 hours and 45 minutes)","(data, None)","(path, database//Jane//1625260856-311900-126.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 124)","(text, continue straight for 4 hours)","(data, None)","(path, database//Jane//1625260856-311901-127.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 125)","(text, continue straight for 4 hours and 15 minutes)","(data, None)","(path, database//Jane//1625260856-478575-128.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 126)","(text, continue straight for 4 hours and 30 minutes)","(data, None)","(path, database//Jane//1625260856-478579-129.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 127)","(text, continue straight for 4 hours and 45 minutes)","(data, None)","(path, database//Jane//1625260856-478579-130.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 128)","(text, continue straight for 5 hours)","(data, None)","(path, database//Jane//1625260856-478580-131.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 129)","(text, continue straight for 6 hours and 15 minutes)","(data, None)","(path, database//Jane//1625260856-482566-136.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 130)","(text, continue straight for 6 hours and 30 minutes)","(data, None)","(path, database//Jane//1625260856-482570-137.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 131)","(text, continue straight for 6 hours and 45 minutes)","(data, None)","(path, database//Jane//1625260856-482571-138.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 132)","(text, continue straight for 7 hours)","(data, None)","(path, database//Jane//1625260856-482571-139.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 133)","(text, continue straight for 7 hours and 15 minutes)","(data, None)","(path, database//Jane//1625260856-495330-140.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 134)","(text, continue straight for 7 hours and 30 minutes)","(data, None)","(path, database//Jane//1625260856-495334-141.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 135)","(text, continue straight for 7 hours and 45 minutes)","(data, None)","(path, database//Jane//1625260856-495335-142.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 136)","(text, continue straight for 8 hours)","(data, None)","(path, database//Jane//1625260856-495336-143.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 137)","(text, continue straight for 8 hours and 15 minutes)","(data, None)","(path, database//Jane//1625260856-644084-144.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 138)","(text, continue straight for 8 hours and 30 minutes)","(data, None)","(path, database//Jane//1625260856-644088-145.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 139)","(text, continue straight for 8 hours and 45 minutes)","(data, None)","(path, database//Jane//1625260856-644089-146.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 140)","(text, continue straight for 9 hours)","(data, None)","(path, database//Jane//1625260856-644090-147.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 141)","(text, continue straight for 5 hours and 15 minutes)","(data, None)","(path, database//Jane//1625260856-479539-132.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 142)","(text, continue straight for 5 hours and 30 minutes)","(data, None)","(path, database//Jane//1625260856-479542-133.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 143)","(text, continue straight for 5 hours and 45 minutes)","(data, None)","(path, database//Jane//1625260856-479543-134.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 144)","(text, continue straight for 6 hours)","(data, None)","(path, database//Jane//1625260856-479544-135.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 145)","(text, continue straight for 9 hours and 15 minutes)","(data, None)","(path, database//Jane//1625260856-646588-148.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 146)","(text, continue straight for 9 hours and 30 minutes)","(data, None)","(path, database//Jane//1625260856-646592-149.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 147)","(text, continue straight for 9 hours and 45 minutes)","(data, None)","(path, database//Jane//1625260856-646593-150.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 148)","(text, continue straight for 10 hours)","(data, None)","(path, database//Jane//1625260856-646593-151.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 149)","(text, in three quarters of a mile)","(data, None)","(path, database//Jane//1625260856-902820-160.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 150)","(text, in 0.2 miles)","(data, None)","(path, database//Jane//1625260856-902824-161.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 151)","(text, in 1000 feet)","(data, None)","(path, database//Jane//1625260856-902825-162.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 152)","(text, in 300 yards)","(data, None)","(path, database//Jane//1625260856-902825-163.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 153)","(text, in 5 minutes)","(data, None)","(path, database//Jane//1625260855-717871-92.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 154)","(text, in less than a minute)","(data, None)","(path, database//Jane//1625260855-717874-93.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 155)","(text, in about a minute)","(data, None)","(path, database//Jane//1625260855-717875-94.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 156)","(text, in 2 minutes)","(data, None)","(path, database//Jane//1625260855-717876-95.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 157)","(text, in 100 feet)","(data, None)","(path, database//Jane//1625260856-659198-152.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260857)"
