PID,DN,DP,TN,RL,update_id,key,value
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 90)","(update_id, 67)","(key, release_target_sdk)","(value, 30)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 91)","(update_id, 67)","(key, multifile_download_id)","(value, 389)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 92)","(update_id, 67)","(key, compressed_algorithm)","(value, zstd)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 93)","(update_id, 67)","(key, release_ozone_signature)","(value, AooVPEkqzL4XMivysQFfGRH4UxIp0HDBjVZfrK79+F4wTU76dcnb3GveYE+uLeuhiemcIpt1DhrBYkzMy3N76KUziDOK119gEW0fHeovfnAl/WBzN9smhSCiAA8QsOQmOvb/EDkL5sF4DkCoYsfmx/pdk1w3FSaFbNiRby/FEt7cKpO+2+X/TEdHdwoZuk6AyS8bPHb+crGsubHkAtM7CEeVhdw/8beRmrcUIe6Y4Kerdc7wI5/x/XZB4GR4Mofl3tnJ878f1c3cwyvPP2btyjvxE8sIfOskSRZU7sm7SbHktyqQJcpYgSYKvvKAYbiIEow1EJrHQq2Q9xONDsfyBw==)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 94)","(update_id, 67)","(key, is_free)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 95)","(update_id, 67)","(key, compressed_download_url)","(value, https://scontent-iad3-2.xx.fbcdn.net/v/t39.10537-6/10000000_325568469215312_4077061151746898067_n.zstd?_nc_cat=1&ccb=1-3&_nc_sid=325c44&_nc_ohc=tlB0axKuypQAX81U6En&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-iad3-2.xx&oh=b422809bc9b79e2cc4a7eb21e4649723&oe=60FDC6E9)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 96)","(update_id, 67)","(key, oxygen_manifest_metadata)","(value, {})"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 97)","(update_id, 67)","(key, compressed_file_size)","(value, 37053672)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 98)","(update_id, 67)","(key, release_version_name)","(value, 197.0.0.26.119)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 99)","(update_id, 67)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 100)","(update_id, 67)","(key, state_ts)","(value, 1626977242108)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 101)","(update_id, 67)","(key, release_full_apk_signature)","(value, AQDiMEUCIB0LmQp3CnZJjwjrfbXZzcaOCnmNQCLqRcDHBCjCLMvxAiEAimNmh8YEsJfOOhDRIhJDBkNDA80Hz5QWuY2jKLyr/K4=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 102)","(update_id, 65)","(key, release_action)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 103)","(update_id, 65)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 104)","(update_id, 65)","(key, download_binary_type)","(value, 3)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 105)","(update_id, 65)","(key, release_file_hash)","(value, 2IwzyWnC4YCN7euF980Mh9+ClU0vMFW+AlvDGifKUvk=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 106)","(update_id, 65)","(key, release_file_name)","(value, com.facebook.orca.294216016.apk)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 107)","(update_id, 65)","(key, release_safemode)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 108)","(update_id, 65)","(key, patch_size)","(value, -1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 109)","(update_id, 65)","(key, installer_api)","(value, 6)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 110)","(update_id, 65)","(key, auto_update)","(value, true)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 111)","(update_id, 65)","(key, created_ts)","(value, 1626460696310)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 112)","(update_id, 65)","(key, release_file_size)","(value, 44801467)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 113)","(update_id, 65)","(key, state)","(value, 655408)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 114)","(update_id, 65)","(key, patch_base_version_code)","(value, -1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 115)","(update_id, 65)","(key, flow)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 116)","(update_id, 65)","(key, policy)","(value, 3)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 117)","(update_id, 65)","(key, release_network)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 118)","(update_id, 65)","(key, user_approval)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 119)","(update_id, 65)","(key, compressed_file_hash)","(value, nSqPbIkIcn6SVZtdVgW1CcYJD3j4NWhzRQ1Y9AWusf0=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 120)","(update_id, 65)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/10000000_554297602422678_5682812887159017440_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=UcEyNjZohNAAX_A-usH&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=005d6d7d35862c1fdd915e7766d41b5a&oe=60F79E8E)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 121)","(update_id, 65)","(key, release_signature)","(value, ijxLJi1yGs1JpL-X1SExmchvork)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 122)","(update_id, 65)","(key, release_file_mimetype)","(value, application/vnd.android.package-archive)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 123)","(update_id, 65)","(key, release_target_sdk)","(value, 29)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 124)","(update_id, 65)","(key, compressed_algorithm)","(value, zstd)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 125)","(update_id, 65)","(key, download_paused)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 126)","(update_id, 65)","(key, release_ozone_signature)","(value, JHc4IN/N9zKbEFUL744OIDe6JDjo6aZTm/X4gqVPte7ZpHZ74JK0B2Zr+u5uWkgspuX1kY/5F0OvW/ojFtY5tsMcWlddUWXud8hr29MOWuON1goLp3hHY46InFvuduA0VJpvw/l0x6uu42FajUzBjYHp0IknLy5ifSr3MLk2zR78s/tCpzWDgDi6SuaDQIURR/QJOfrnO+7up32zOCKJKuc0zNz0PMhrKZbi4O5+hWNe06s9nJ/m4SRmYwsU06lqGDjHdY/hWji+jLVHVhbyFUAso/Mx+Ql2gmKfVXDM6pjA+fyBi3p+rIXhwSYTGR9Bri2OIUwnTsZQBUjQ7l/4AQ==)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 127)","(update_id, 65)","(key, is_free)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 128)","(update_id, 65)","(key, compressed_download_url)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/10000000_554297642422674_1399539413159914279_n.zstd?_nc_cat=1&ccb=1-3&_nc_sid=325c44&_nc_ohc=IRt7Bi9SgRsAX867JiY&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=3e749d80801152448913991ab59bea94&oe=60F71CAB)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 129)","(update_id, 65)","(key, oxygen_manifest_metadata)","(value, {})"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 130)","(update_id, 65)","(key, compressed_file_size)","(value, 43194428)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 131)","(update_id, 65)","(key, release_version_name)","(value, 321.0.0.16.119)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 132)","(update_id, 65)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 133)","(update_id, 65)","(key, download_id)","(value, 364)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 134)","(update_id, 65)","(key, release_full_apk_signature)","(value, AQDiMEYCIQC6eZM1ZpMel/vxoEeizc8D7w4UAjKlvoMLHu4D6jH8nAIhAM29zL2yzY0K1oTldOI8DD7nt4g+3OyfEsttLw29946y)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 135)","(update_id, 65)","(key, state_ts)","(value, 1626460696435)"
