PID,DN,DP,TN,RL,key,value
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 105)","(key, live_gift_5353)","(value, Russian Crepes)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 106)","(key, live_gift_5354)","(value, Mishka Bear)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 107)","(key, live_gift_5355)","(value, Sweet Sheep)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 108)","(key, live_gift_5356)","(value, Magic Cow)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 109)","(key, live_gift_5457)","(value, Eid Adha)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 110)","(key, live_gift_5458)","(value, Eid Adha)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 111)","(key, live_gift_5459)","(value, Orang Utan)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 112)","(key, live_gift_5460)","(value, Trophy)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 113)","(key, live_gift_5461)","(value, Batik Clothes)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 114)","(key, live_gift_5462)","(value, Tempe Tofu)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 115)","(key, live_gift_5463)","(value, Instant Noodle)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 116)","(key, live_gift_5464)","(value, Ice Tea)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 117)","(key, live_gift_5465)","(value, Mishka Bear)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 118)","(key, live_gift_5466)","(value, Tea)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 119)","(key, live_gift_5467)","(value, Rose)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 120)","(key, live_gift_5468)","(value, Coffee)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 121)","(key, live_gift_5469)","(value, Mask)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 122)","(key, live_gift_5470)","(value, Heart)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 123)","(key, live_gift_5471)","(value, Mishka Bear)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 124)","(key, live_gift_5472)","(value, TikTok Talent)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 125)","(key, live_gift_5473)","(value, Make it Rain)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 126)","(key, live_gift_5474)","(value, Diamond King)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 127)","(key, live_gift_5475)","(value, Unicorn Fantasy)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 128)","(key, live_gift_5476)","(value, Red Sports Car)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 129)","(key, live_gift_5477)","(value, Yacht)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 130)","(key, live_gift_5478)","(value, Castle Fantasy)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 131)","(key, live_gift_5479)","(value, Coffee)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 132)","(key, live_gift_5480)","(value, Heart)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 133)","(key, live_gift_5481)","(value, Kiss)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 134)","(key, live_gift_5482)","(value, Shiba Inu)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 135)","(key, live_gift_5483)","(value, Unicorn Fantasy)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 136)","(key, live_gift_5485)","(value, Blue Bead)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 137)","(key, live_gift_5486)","(value, Mishka Bear)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 138)","(key, live_gift_5487)","(value, Finger Heart)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 139)","(key, live_gift_5488)","(value, LOVE Balloon)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 140)","(key, live_gift_5489)","(value, Carousel)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 141)","(key, live_gift_5490)","(value, Brigadeiro)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 142)","(key, live_gift_5491)","(value, Ya Dom)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 143)","(key, live_gift_5492)","(value, Cha Yen)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 144)","(key, live_gift_5493)","(value, Shark!)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 145)","(key, live_gift_5494)","(value, Applause)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 146)","(key, live_gift_5495)","(value, Football)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 147)","(key, live_gift_5496)","(value, Perfect)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 148)","(key, live_gift_5497)","(value, Espresso)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 149)","(key, live_gift_5498)","(value, Pizza)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 150)","(key, live_gift_5499)","(value, Tuk Tuk)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 151)","(key, live_gift_5500)","(value, Thumbs-up)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 152)","(key, live_gift_5501)","(value, Applaud)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 153)","(key, live_gift_5502)","(value, Crown)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 154)","(key, live_gift_5503)","(value, Fireworks)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 155)","(key, live_gift_5504)","(value, You're a star)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 156)","(key, live_gift_5505)","(value, Love Rain)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 157)","(key, live_gift_5506)","(value, Here for it Placard)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 158)","(key, live_gift_5507)","(value, Lipstick)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 159)","(key, live_gift_5508)","(value, Slippers)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 160)","(key, live_gift_5509)","(value, Sunglasses)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 161)","(key, live_gift_5510)","(value, Goodnight)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 162)","(key, live_gift_5511)","(value, Doner Kebap)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 163)","(key, live_gift_5512)","(value, Plus One)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 164)","(key, live_gift_5513)","(value, Treasure Chest)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 165)","(key, live_gift_5514)","(value, Birds)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 166)","(key, live_gift_5516)","(value, Orang-utan)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 167)","(key, live_gift_5517)","(value, Durian)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 168)","(key, live_gift_5518)","(value, Instant Noodles)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 169)","(key, live_gift_5519)","(value, Make It Rain)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 170)","(key, live_gift_5520)","(value, Rose)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 171)","(key, live_gift_5521)","(value, Heart)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 172)","(key, live_gift_5522)","(value, Plus one)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 173)","(key, live_gift_5523)","(value, Fire)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 174)","(key, live_gift_5524)","(value, Tsar)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 175)","(key, live_gift_5525)","(value, Feather)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 176)","(key, live_gift_5526)","(value, Expert)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 177)","(key, live_gift_5527)","(value, Devilish)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 178)","(key, live_gift_5528)","(value, Witch)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 179)","(key, live_gift_5529)","(value, Pumpkin)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 180)","(key, live_gift_5530)","(value, Lipstick)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 181)","(key, live_gift_5531)","(value, Red Sports Car)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 182)","(key, live_gift_5532)","(value, TikTok Talent)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 183)","(key, live_gift_5533)","(value, Present)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 184)","(key, live_gift_5534)","(value, Fire)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 185)","(key, live_gift_5535)","(value, Secure the Bag)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 186)","(key, live_gift_5536)","(value, Confetti)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 187)","(key, live_gift_5537)","(value, Flowers)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 188)","(key, live_gift_5538)","(value, Hearts)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 189)","(key, live_gift_5539)","(value, Bday Cake)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 190)","(key, live_gift_5540)","(value, Disco Ball)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 191)","(key, live_gift_5541)","(value, Luxury Candle)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 192)","(key, live_gift_5544)","(value, Diamond Crown)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 193)","(key, live_gift_5545)","(value, Gold Microphone)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 194)","(key, live_gift_5546)","(value, Crystal Heart)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 195)","(key, live_gift_5547)","(value, Russian Crepes)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 196)","(key, live_gift_5548)","(value, Castle Fantasy)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 197)","(key, live_gift_5549)","(value, Ballet Dancer)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 198)","(key, live_gift_5550)","(value, Light)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 199)","(key, live_gift_5551)","(value, Sweets)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 200)","(key, live_gift_5552)","(value, Fireworks)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 201)","(key, live_gift_5553)","(value, Magic Cow)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 202)","(key, live_gift_5554)","(value, Sweet Sheep)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 203)","(key, live_gift_5555)","(value, date)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 204)","(key, live_gift_5556)","(value, Diamond Crown)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 205)","(key, live_gift_5557)","(value, Give me five)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 206)","(key, live_gift_5558)","(value, Yacht)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 207)","(key, live_gift_5559)","(value, Crystal Heart)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 208)","(key, live_gift_5560)","(value, Gold Microphone)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 209)","(key, live_gift_5561)","(value, Diamond Crown)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 210)","(key, live_gift_5562)","(value, Gold Microphone)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 211)","(key, live_gift_5563)","(value, Crystal Heart)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 212)","(key, live_gift_5564)","(value, Applause)"
