PID,DN,DP,TN,RL,_id,capture_time,capture_file_name,capture_server_ip,capture_server_port,capture_app_name_main,capture_app_name_all,capture_proxy_type,capture_protocol_no,capture_pkg_name_all,capture_set_id
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 94)","(_id, 94)","(capture_time, 1618077884454)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture4332874923300508368.dat)","(capture_server_ip, 142.250.64.66)","(capture_server_port, 443)","(capture_app_name_main, Google Play services)","(capture_app_name_all, Google Play services,Google Services Framework)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.google.android.gms,com.google.android.gsf)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 95)","(_id, 95)","(capture_time, 1618077889240)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture3376113111119573614.dat)","(capture_server_ip, 34.225.230.22)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 96)","(_id, 96)","(capture_time, 1618077889499)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture585282375714861656.dat)","(capture_server_ip, 54.221.240.175)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 97)","(_id, 97)","(capture_time, 1618077889509)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5720856928609497738.dat)","(capture_server_ip, 54.221.240.175)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 98)","(_id, 98)","(capture_time, 1618077889521)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture6237998701544735366.dat)","(capture_server_ip, 3.221.184.25)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 99)","(_id, 99)","(capture_time, 1618077889550)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture6407982609664757250.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 100)","(_id, 100)","(capture_time, 1618077889575)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture8005695878777646586.dat)","(capture_server_ip, 35.168.35.115)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 101)","(_id, 101)","(capture_time, 1618077889706)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture3449930079257691917.dat)","(capture_server_ip, 172.217.3.106)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 102)","(_id, 102)","(capture_time, 1618077889708)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture8574455629438913169.dat)","(capture_server_ip, 172.217.3.106)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 103)","(_id, 103)","(capture_time, 1618077889716)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture1362993557099647601.dat)","(capture_server_ip, 172.217.12.202)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 104)","(_id, 104)","(capture_time, 1618077889869)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture8820231099353888548.dat)","(capture_server_ip, 34.233.212.6)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 105)","(_id, 105)","(capture_time, 1618077889900)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture7986063081511337676.dat)","(capture_server_ip, 52.202.53.52)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 106)","(_id, 106)","(capture_time, 1618077889950)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture2291656357992305721.dat)","(capture_server_ip, 34.233.212.6)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 107)","(_id, 107)","(capture_time, 1618077890000)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture1993311983123720654.dat)","(capture_server_ip, 34.202.212.102)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 108)","(_id, 108)","(capture_time, 1618077890205)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture7138922310704243110.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 109)","(_id, 109)","(capture_time, 1618077890310)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture1993779721887428076.dat)","(capture_server_ip, 3.225.141.172)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 110)","(_id, 110)","(capture_time, 1618077890389)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture8547151629536274294.dat)","(capture_server_ip, 34.225.21.98)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 111)","(_id, 111)","(capture_time, 1618077890480)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture2520427749359365018.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 112)","(_id, 112)","(capture_time, 1618077890706)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture1230419031478202497.dat)","(capture_server_ip, 54.211.255.71)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 113)","(_id, 113)","(capture_time, 1618077890767)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5800657714137686918.dat)","(capture_server_ip, 172.217.12.202)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 114)","(_id, 114)","(capture_time, 1618077890781)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture7715460008977742830.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 115)","(_id, 115)","(capture_time, 1618077890789)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture7035315480030467735.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 116)","(_id, 116)","(capture_time, 1618077890825)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture2685484691698960492.dat)","(capture_server_ip, 34.204.144.81)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 117)","(_id, 117)","(capture_time, 1618077891187)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture2839802732506469163.dat)","(capture_server_ip, 54.236.200.208)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 118)","(_id, 118)","(capture_time, 1618077891277)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture1971544960305705902.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 119)","(_id, 119)","(capture_time, 1618077891374)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture24132356845063978.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 120)","(_id, 120)","(capture_time, 1618077891465)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture109957738664866386.dat)","(capture_server_ip, 3.225.77.34)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 121)","(_id, 121)","(capture_time, 1618077891578)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture8659918492798537559.dat)","(capture_server_ip, 172.217.12.202)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 122)","(_id, 122)","(capture_time, 1618077891636)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture8597389481175292476.dat)","(capture_server_ip, 54.236.82.3)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 123)","(_id, 123)","(capture_time, 1618077891645)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture4436579854498885609.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 124)","(_id, 124)","(capture_time, 1618077891865)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture6783686243363696082.dat)","(capture_server_ip, 52.0.169.231)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 125)","(_id, 125)","(capture_time, 1618077891909)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture923929415148248486.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 126)","(_id, 126)","(capture_time, 1618077891917)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5207231303572849852.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 127)","(_id, 127)","(capture_time, 1618077891993)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture202253166218414978.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 128)","(_id, 128)","(capture_time, 1618077892001)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture851489530175607742.dat)","(capture_server_ip, 54.221.204.148)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 129)","(_id, 129)","(capture_time, 1618077892008)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture3867130048034272470.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 130)","(_id, 130)","(capture_time, 1618077892276)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture711444468002792660.dat)","(capture_server_ip, 3.219.121.86)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 131)","(_id, 131)","(capture_time, 1618077892288)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5062494286972418011.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 132)","(_id, 132)","(capture_time, 1618077892312)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture6469768894276683932.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 133)","(_id, 133)","(capture_time, 1618077892366)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5132554759894776764.dat)","(capture_server_ip, 172.217.3.106)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 134)","(_id, 134)","(capture_time, 1618077892397)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture8131071996740960291.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 135)","(_id, 135)","(capture_time, 1618077892428)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture3112989343965389874.dat)","(capture_server_ip, 34.233.212.6)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 136)","(_id, 136)","(capture_time, 1618077892461)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture4030552505029328680.dat)","(capture_server_ip, 45.60.11.176)","(capture_server_port, 443)","(capture_app_name_main, Tuesdays)","(capture_app_name_all, Tuesdays)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.tmobile.tuesdays)","(capture_set_id, 1618077687062)"
