PID,DN,DP,TN,RL,_id,originalUsername,mutableUsername,encodedUsername
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 1)","(_id, 1)","(originalUsername, heisenbergcarro)","(mutableUsername, heisenbergcarro)","(encodedUsername, heisenbergcarro|heisenbergcarro)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 232)","(_id, 243)","(originalUsername, nbs.josiah)","(mutableUsername, None)","(encodedUsername, nbs.josiah|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 233)","(_id, 244)","(originalUsername, deathwrotedraco)","(mutableUsername, None)","(encodedUsername, deathwrotedraco|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 234)","(_id, 245)","(originalUsername, cooke-man2000)","(mutableUsername, None)","(encodedUsername, cooke-man2000|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 235)","(_id, 246)","(originalUsername, lul_two2020)","(mutableUsername, None)","(encodedUsername, lul_two2020|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 236)","(_id, 247)","(originalUsername, kourtneybarbz)","(mutableUsername, None)","(encodedUsername, kourtneybarbz|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 237)","(_id, 248)","(originalUsername, mayyyeve)","(mutableUsername, None)","(encodedUsername, mayyyeve|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 238)","(_id, 249)","(originalUsername, diswolfganster)","(mutableUsername, None)","(encodedUsername, diswolfganster|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 239)","(_id, 250)","(originalUsername, motoaden_80cc)","(mutableUsername, None)","(encodedUsername, motoaden_80cc|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 240)","(_id, 251)","(originalUsername, steppamarvin)","(mutableUsername, None)","(encodedUsername, steppamarvin|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 241)","(_id, 252)","(originalUsername, xvx.lolita)","(mutableUsername, None)","(encodedUsername, xvx.lolita|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 242)","(_id, 253)","(originalUsername, j_waaaaaaaa2020)","(mutableUsername, None)","(encodedUsername, j_waaaaaaaa2020|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 243)","(_id, 254)","(originalUsername, hanshaw9)","(mutableUsername, None)","(encodedUsername, hanshaw9|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 244)","(_id, 255)","(originalUsername, datboiethanos)","(mutableUsername, None)","(encodedUsername, datboiethanos|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 245)","(_id, 256)","(originalUsername, sherrick56)","(mutableUsername, None)","(encodedUsername, sherrick56|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 246)","(_id, 257)","(originalUsername, playboyquan208)","(mutableUsername, None)","(encodedUsername, playboyquan208|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 247)","(_id, 258)","(originalUsername, lil_bape2112)","(mutableUsername, None)","(encodedUsername, lil_bape2112|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 248)","(_id, 259)","(originalUsername, itssjaniah)","(mutableUsername, None)","(encodedUsername, itssjaniah|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 249)","(_id, 260)","(originalUsername, laiilonie)","(mutableUsername, None)","(encodedUsername, laiilonie|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 250)","(_id, 261)","(originalUsername, heyits_aarav)","(mutableUsername, None)","(encodedUsername, heyits_aarav|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 251)","(_id, 262)","(originalUsername, tsmprisco)","(mutableUsername, None)","(encodedUsername, tsmprisco|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 252)","(_id, 263)","(originalUsername, osvaldsebas)","(mutableUsername, None)","(encodedUsername, osvaldsebas|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 253)","(_id, 264)","(originalUsername, dknudsen300)","(mutableUsername, None)","(encodedUsername, dknudsen300|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 254)","(_id, 265)","(originalUsername, salvadorcov8569)","(mutableUsername, None)","(encodedUsername, salvadorcov8569|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 255)","(_id, 266)","(originalUsername, m0eboutabag)","(mutableUsername, None)","(encodedUsername, m0eboutabag|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 256)","(_id, 267)","(originalUsername, cobyjs1222)","(mutableUsername, None)","(encodedUsername, cobyjs1222|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 257)","(_id, 268)","(originalUsername, dominican850420)","(mutableUsername, None)","(encodedUsername, dominican850420|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 258)","(_id, 269)","(originalUsername, daniel_55ua)","(mutableUsername, None)","(encodedUsername, daniel_55ua|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 259)","(_id, 270)","(originalUsername, felixena11)","(mutableUsername, None)","(encodedUsername, felixena11|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 260)","(_id, 277)","(originalUsername, loren_simmons)","(mutableUsername, None)","(encodedUsername, loren_simmons|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 261)","(_id, 278)","(originalUsername, leilani_hunterr)","(mutableUsername, None)","(encodedUsername, leilani_hunterr|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 262)","(_id, 279)","(originalUsername, uberscams)","(mutableUsername, None)","(encodedUsername, uberscams|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 263)","(_id, 280)","(originalUsername, rodotejeda2020)","(mutableUsername, None)","(encodedUsername, rodotejeda2020|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 264)","(_id, 281)","(originalUsername, annety_a)","(mutableUsername, None)","(encodedUsername, annety_a|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 265)","(_id, 282)","(originalUsername, eti_enne34)","(mutableUsername, None)","(encodedUsername, eti_enne34|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 266)","(_id, 283)","(originalUsername, jordan_rl5)","(mutableUsername, None)","(encodedUsername, jordan_rl5|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 267)","(_id, 284)","(originalUsername, luh.limnyy)","(mutableUsername, None)","(encodedUsername, luh.limnyy|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 268)","(_id, 285)","(originalUsername, lilypadsarecute)","(mutableUsername, None)","(encodedUsername, lilypadsarecute|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 269)","(_id, 286)","(originalUsername, b.meafua10)","(mutableUsername, None)","(encodedUsername, b.meafua10|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 270)","(_id, 287)","(originalUsername, soccerayla076)","(mutableUsername, None)","(encodedUsername, soccerayla076|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 271)","(_id, 288)","(originalUsername, its_urgirljabri)","(mutableUsername, None)","(encodedUsername, its_urgirljabri|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 272)","(_id, 289)","(originalUsername, king_malik95)","(mutableUsername, None)","(encodedUsername, king_malik95|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 273)","(_id, 290)","(originalUsername, cheermiarocks2)","(mutableUsername, None)","(encodedUsername, cheermiarocks2|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 274)","(_id, 291)","(originalUsername, denig336)","(mutableUsername, None)","(encodedUsername, denig336|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 275)","(_id, 292)","(originalUsername, alyssahyattt)","(mutableUsername, None)","(encodedUsername, alyssahyattt|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 276)","(_id, 293)","(originalUsername, chinoferratt)","(mutableUsername, None)","(encodedUsername, chinoferratt|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 277)","(_id, 294)","(originalUsername, llexi.spamz)","(mutableUsername, None)","(encodedUsername, llexi.spamz|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 278)","(_id, 295)","(originalUsername, mundir_007)","(mutableUsername, None)","(encodedUsername, mundir_007|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 279)","(_id, 296)","(originalUsername, ccharchar666)","(mutableUsername, None)","(encodedUsername, ccharchar666|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 280)","(_id, 297)","(originalUsername, mccormick1454)","(mutableUsername, None)","(encodedUsername, mccormick1454|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 281)","(_id, 298)","(originalUsername, christina.3332)","(mutableUsername, None)","(encodedUsername, christina.3332|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 282)","(_id, 299)","(originalUsername, rylee_blake2007)","(mutableUsername, None)","(encodedUsername, rylee_blake2007|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 283)","(_id, 300)","(originalUsername, kulit1yt)","(mutableUsername, None)","(encodedUsername, kulit1yt|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 284)","(_id, 301)","(originalUsername, naomigraycse)","(mutableUsername, None)","(encodedUsername, naomigraycse|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 285)","(_id, 302)","(originalUsername, elijah_retogang)","(mutableUsername, None)","(encodedUsername, elijah_retogang|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 286)","(_id, 303)","(originalUsername, taytosaucy209)","(mutableUsername, None)","(encodedUsername, taytosaucy209|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 287)","(_id, 304)","(originalUsername, imamiiry)","(mutableUsername, None)","(encodedUsername, imamiiry|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 288)","(_id, 305)","(originalUsername, spena_25)","(mutableUsername, None)","(encodedUsername, spena_25|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 289)","(_id, 306)","(originalUsername, shannon.g0mez)","(mutableUsername, None)","(encodedUsername, shannon.g0mez|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 290)","(_id, 313)","(originalUsername, xquezada2571)","(mutableUsername, None)","(encodedUsername, xquezada2571|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 291)","(_id, 314)","(originalUsername, preston_bannist)","(mutableUsername, None)","(encodedUsername, preston_bannist|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 292)","(_id, 315)","(originalUsername, fuckwihkaykay1)","(mutableUsername, None)","(encodedUsername, fuckwihkaykay1|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 293)","(_id, 316)","(originalUsername, ethanhanna420)","(mutableUsername, None)","(encodedUsername, ethanhanna420|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 294)","(_id, 317)","(originalUsername, a_orozco8583)","(mutableUsername, None)","(encodedUsername, a_orozco8583|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 295)","(_id, 318)","(originalUsername, tykierrap6054)","(mutableUsername, None)","(encodedUsername, tykierrap6054|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 296)","(_id, 319)","(originalUsername, aunisty_renae20)","(mutableUsername, None)","(encodedUsername, aunisty_renae20|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 297)","(_id, 320)","(originalUsername, beckydelight41)","(mutableUsername, None)","(encodedUsername, beckydelight41|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 298)","(_id, 321)","(originalUsername, dalanci_e)","(mutableUsername, None)","(encodedUsername, dalanci_e|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 299)","(_id, 322)","(originalUsername, becky_afton2021)","(mutableUsername, None)","(encodedUsername, becky_afton2021|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 300)","(_id, 323)","(originalUsername, jr206k)","(mutableUsername, None)","(encodedUsername, jr206k|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 301)","(_id, 324)","(originalUsername, angel_medin3247)","(mutableUsername, None)","(encodedUsername, angel_medin3247|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 302)","(_id, 325)","(originalUsername, yayasfabulous)","(mutableUsername, None)","(encodedUsername, yayasfabulous|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 303)","(_id, 326)","(originalUsername, dbell3063)","(mutableUsername, None)","(encodedUsername, dbell3063|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 304)","(_id, 327)","(originalUsername, forbidden_lise)","(mutableUsername, None)","(encodedUsername, forbidden_lise|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 305)","(_id, 328)","(originalUsername, josh_gonz07)","(mutableUsername, None)","(encodedUsername, josh_gonz07|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 306)","(_id, 329)","(originalUsername, jimbo69006900)","(mutableUsername, None)","(encodedUsername, jimbo69006900|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 307)","(_id, 330)","(originalUsername, angelsoccerbvb)","(mutableUsername, None)","(encodedUsername, angelsoccerbvb|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 308)","(_id, 331)","(originalUsername, hannahj4106)","(mutableUsername, None)","(encodedUsername, hannahj4106|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 309)","(_id, 332)","(originalUsername, braybray_197)","(mutableUsername, None)","(encodedUsername, braybray_197|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 310)","(_id, 333)","(originalUsername, ssssssssshane)","(mutableUsername, None)","(encodedUsername, ssssssssshane|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 311)","(_id, 334)","(originalUsername, logan_whiteboy)","(mutableUsername, None)","(encodedUsername, logan_whiteboy|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 312)","(_id, 335)","(originalUsername, jlord_gid)","(mutableUsername, None)","(encodedUsername, jlord_gid|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 313)","(_id, 336)","(originalUsername, pprinceofficial)","(mutableUsername, None)","(encodedUsername, pprinceofficial|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 314)","(_id, 337)","(originalUsername, kim.sllr95)","(mutableUsername, None)","(encodedUsername, kim.sllr95|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 315)","(_id, 338)","(originalUsername, lillylee11906)","(mutableUsername, None)","(encodedUsername, lillylee11906|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 316)","(_id, 339)","(originalUsername, o_sanchez7380)","(mutableUsername, None)","(encodedUsername, o_sanchez7380|)"
