PID,DN,DP,TN,RL,packageName,count
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 104)","(packageName, com.google.android.platform.wifi)","(count, 4)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 105)","(packageName, com.google.android.platform.battery_saver)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 106)","(packageName, com.google.android.libraries.consentverifier#com.google.android.projection.gearhead)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 107)","(packageName, com.google.android.libraries.consentverifier#com.google.android.gm)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 108)","(packageName, com.google.apps.tasks.shared.android#com.google.android.gm)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 109)","(packageName, hub_android.device#com.google.android.gm)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 110)","(packageName, com.google.android.libraries.onegoogle#com.google.android.gm)","(count, 4)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 111)","(packageName, com.google.android.mainline.release)","(count, 9)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 112)","(packageName, com.google.apps.projector.android#com.google.android.apps.docs)","(count, 5)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 113)","(packageName, com.google.android.libraries.onegoogle#com.google.android.apps.docs)","(count, 5)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 114)","(packageName, com.google.android.libraries.consentverifier#com.google.android.apps.docs)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 115)","(packageName, com.google.android.gms.telephonyspam)","(count, 5)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 116)","(packageName, com.google.android.gms.panorama)","(count, 5)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 117)","(packageName, com.google.android.platform.wallpaper_content)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 118)","(packageName, com.google.android.libraries.surveys#com.google.android.projection.gearhead)","(count, 4)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 119)","(packageName, com.google.android.libraries.surveys#com.google.android.gm)","(count, 7)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 120)","(packageName, com.google.android.libraries.surveys#com.google.android.apps.docs)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 121)","(packageName, com.google.android.gms.auth_authzen)","(count, 13)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 122)","(packageName, com.google.android.gms.signin)","(count, 4)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 123)","(packageName, com.google.android.libraries.surveys)","(count, 9)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 124)","(packageName, com.google.android.gms.chromesync)","(count, 18)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 125)","(packageName, com.google.android.platform.constrain_display_apis)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 126)","(packageName, com.google.android.platform.location)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 127)","(packageName, com.google.android.platform.rotation_resolver)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 128)","(packageName, com.google.android.libraries.user.peoplesheet#com.google.android.gm)","(count, 11)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 129)","(packageName, com.google.android.platform.aiai_controlled_releases)","(count, 4)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 130)","(packageName, com.google.android.gms.magictether)","(count, 15)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 131)","(packageName, com.google.android.libraries.surveys#com.android.chrome)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 132)","(packageName, com.google.vr.c9#com.google.ar.core)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 133)","(packageName, com.google.android.libraries.consentverifier#com.google.ar.core)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 134)","(packageName, com.google.android.syncadapters.calendar#com.google.android.syncadapters.calendar)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 135)","(packageName, com.google.android.libraries.consentverifier#com.google.android.setupwizard)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 136)","(packageName, com.google.android.gms.clearcut.public)","(count, 17)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 137)","(packageName, com.google.android.platform.privacy)","(count, 8)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 138)","(packageName, com.google.android.platform.app_hibernation)","(count, 6)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 139)","(packageName, com.google.android.platform.intelligence_bubbles)","(count, 10)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 140)","(packageName, com.google.android.libraries.surveys#com.google.android.apps.photos)","(count, 22)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 141)","(packageName, com.google.android.libraries.onegoogle#com.google.android.apps.photos)","(count, 13)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 142)","(packageName, com.google.android.libraries.consentverifier#com.google.android.apps.photos)","(count, 11)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 143)","(packageName, com.google.android.libraries.onegoogle#com.google.android.youtube)","(count, 9)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 144)","(packageName, com.youtube.mainapp.android)","(count, 12)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 145)","(packageName, com.google.android.libraries.consentverifier#com.google.android.youtube)","(count, 9)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 146)","(packageName, com.google.android.apps.gmm.recovery#com.google.android.apps.maps)","(count, 9)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 147)","(packageName, com.google.android.libraries.surveys#com.google.android.apps.maps)","(count, 12)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 148)","(packageName, com.google.android.libraries.consent.flows.location#com.google.android.apps.maps)","(count, 12)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 149)","(packageName, com.google.android.libraries.onegoogle#com.google.android.apps.maps)","(count, 9)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 150)","(packageName, com.google.android.libraries.consent.flows.footprints#com.google.android.apps.maps)","(count, 12)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 151)","(packageName, com.google.android.libraries.personalization.footprints#com.google.android.apps.maps)","(count, 12)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 152)","(packageName, com.google.android.libraries.consentverifier#com.google.android.apps.maps)","(count, 9)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 153)","(packageName, com.google.android.libraries.surveys#com.google.android.apps.tachyon)","(count, 15)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 154)","(packageName, com.google.android.libraries.consentverifier#com.google.android.apps.tachyon)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 155)","(packageName, com.google.android.libraries.onegoogle#com.google.android.videos)","(count, 9)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 156)","(packageName, com.google.android.libraries.search.googleapp.uidevice#com.google.android.googlequicksearchbox)","(count, 20)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 157)","(packageName, com.google.android.apps.podcasts_android.user#com.google.android.googlequicksearchbox)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 158)","(packageName, com.google.android.apps.gsa.pcp.device#com.google.android.googlequicksearchbox)","(count, 20)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 159)","(packageName, com.google.android.apps.search.transcription.uidevice#com.google.android.googlequicksearchbox)","(count, 20)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 160)","(packageName, com.google.android.apps.search.hsi.device#com.google.android.googlequicksearchbox)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 161)","(packageName, com.google.android.apps.search.pronunciationlearning#com.google.android.googlequicksearchbox)","(count, 15)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 162)","(packageName, com.google.android.apps.search.soundsearch.user#com.google.android.googlequicksearchbox)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 163)","(packageName, com.google.android.apps.search.soundsearch.device#com.google.android.googlequicksearchbox)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 164)","(packageName, com.google.android.libraries.search.googleapp.uiuser#com.google.android.googlequicksearchbox)","(count, 20)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 165)","(packageName, com.google.android.libraries.surveys#com.google.android.googlequicksearchbox)","(count, 27)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 166)","(packageName, com.google.ar.sceneviewer.android.device#com.google.android.googlequicksearchbox)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 167)","(packageName, com.google.android.libraries.search.user#com.google.android.googlequicksearchbox)","(count, 6)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 168)","(packageName, com.google.android.apps.search.faceviewer#com.google.android.googlequicksearchbox)","(count, 17)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 169)","(packageName, com.google.android.libraries.assistant.ampactions#com.google.android.googlequicksearchbox)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 170)","(packageName, com.google.android.libraries.onegoogle#com.google.android.googlequicksearchbox)","(count, 20)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 171)","(packageName, com.google.android.libraries.consent.flows.footprints#com.google.android.googlequicksearchbox)","(count, 20)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 172)","(packageName, com.google.android.libraries.personalization.footprints#com.google.android.googlequicksearchbox)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 173)","(packageName, com.google.vr.c9#com.google.android.googlequicksearchbox)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 174)","(packageName, com.google.android.libraries.consentverifier#com.google.android.googlequicksearchbox)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 175)","(packageName, com.google.android.gms.places)","(count, 10)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 176)","(packageName, com.google.android.gms.notifications)","(count, 9)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 177)","(packageName, com.google.android.libraries.social.populous#com.google.android.gm)","(count, 10)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 178)","(packageName, com.google.android.libraries.social.populous#com.google.android.apps.docs)","(count, 15)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 179)","(packageName, com.google.android.platform.settings_stats)","(count, 22)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 180)","(packageName, com.google.android.gms.enpromo)","(count, 25)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 181)","(packageName, com.google.android.libraries.internal.growth.growthkit#com.google.android.apps.docs)","(count, 8)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 182)","(packageName, com.google.android.libraries.internal.growth.growthkit#com.google.android.apps.tachyon)","(count, 12)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 183)","(packageName, com.google.android.gms.reminders)","(count, 5)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 184)","(packageName, com.google.android.libraries.search.googleapp.device#com.google.android.googlequicksearchbox)","(count, 22)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 185)","(packageName, com.google.android.metrics)","(count, 31)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 186)","(packageName, com.google.android.apps.gsa.pcp.user#com.google.android.googlequicksearchbox)","(count, 29)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 187)","(packageName, com.google.android.apps.pixelmigrate)","(count, 26)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 188)","(packageName, com.google.android.gms.tron.metrics)","(count, 27)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 189)","(packageName, com.google.android.apps.podcasts_android.device#com.google.android.googlequicksearchbox)","(count, 16)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 190)","(packageName, com.google.android.apps.restore)","(count, 26)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 191)","(packageName, com.google.android.libraries.assistant.symbiote#com.google.android.googlequicksearchbox)","(count, 25)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 192)","(packageName, com.google.android.apps.search.assistant.device#com.google.android.googlequicksearchbox)","(count, 28)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 193)","(packageName, com.google.android.platform.connectivity)","(count, 14)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 194)","(packageName, com.google.android.libraries.notifications.platform#com.google.android.apps.docs)","(count, 4)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 195)","(packageName, com.google.android.apps.search.assistant.verticals.memory#com.google.android.googlequicksearchbox)","(count, 18)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 196)","(packageName, com.google.android.libraries.notifications.platform#com.google.android.apps.tachyon)","(count, 6)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 197)","(packageName, com.google.android.gms.icing.mdd#com.google.android.apps.photos)","(count, 18)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 198)","(packageName, com.google.ar.sceneviewer.android.user#com.google.android.googlequicksearchbox)","(count, 19)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 199)","(packageName, com.google.android.gms.icing.mdd#com.google.android.gms)","(count, 19)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 200)","(packageName, com.google.android.gms.geotimezone)","(count, 6)"
