PID,DN,DP,TN,RL,_id,event_id,name,value
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 233)","(_id, 233)","(event_id, 22)","(name, net-type)","(value, 0)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 234)","(_id, 234)","(event_id, 22)","(name, mobile-subtype)","(value, 13)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 235)","(_id, 235)","(event_id, 22)","(name, os-uild)","(value, RP1A.200720.012)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 236)","(_id, 236)","(event_id, 22)","(name, sdk-version)","(value, 30)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 237)","(_id, 237)","(event_id, 22)","(name, fingerprint)","(value, samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 238)","(_id, 238)","(event_id, 22)","(name, model)","(value, SM-N970U1)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 239)","(_id, 239)","(event_id, 22)","(name, tz-offset)","(value, -14400)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 240)","(_id, 240)","(event_id, 22)","(name, device)","(value, d1q)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 241)","(_id, 241)","(event_id, 22)","(name, hardware)","(value, qcom)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 242)","(_id, 242)","(event_id, 22)","(name, manufacturer)","(value, samsung)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 243)","(_id, 243)","(event_id, 23)","(name, product)","(value, d1que)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 244)","(_id, 244)","(event_id, 23)","(name, net-type)","(value, 0)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 245)","(_id, 245)","(event_id, 23)","(name, mobile-subtype)","(value, 13)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 246)","(_id, 246)","(event_id, 23)","(name, os-uild)","(value, RP1A.200720.012)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 247)","(_id, 247)","(event_id, 23)","(name, sdk-version)","(value, 30)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 248)","(_id, 248)","(event_id, 23)","(name, fingerprint)","(value, samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 249)","(_id, 249)","(event_id, 23)","(name, model)","(value, SM-N970U1)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 250)","(_id, 250)","(event_id, 23)","(name, tz-offset)","(value, -14400)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 251)","(_id, 251)","(event_id, 23)","(name, device)","(value, d1q)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 252)","(_id, 252)","(event_id, 23)","(name, hardware)","(value, qcom)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 253)","(_id, 253)","(event_id, 23)","(name, manufacturer)","(value, samsung)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 254)","(_id, 254)","(event_id, 24)","(name, product)","(value, d1que)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 255)","(_id, 255)","(event_id, 24)","(name, net-type)","(value, 0)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 256)","(_id, 256)","(event_id, 24)","(name, mobile-subtype)","(value, 13)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 257)","(_id, 257)","(event_id, 24)","(name, os-uild)","(value, RP1A.200720.012)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 258)","(_id, 258)","(event_id, 24)","(name, sdk-version)","(value, 30)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 259)","(_id, 259)","(event_id, 24)","(name, fingerprint)","(value, samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 260)","(_id, 260)","(event_id, 24)","(name, model)","(value, SM-N970U1)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 261)","(_id, 261)","(event_id, 24)","(name, tz-offset)","(value, -14400)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 262)","(_id, 262)","(event_id, 24)","(name, device)","(value, d1q)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 263)","(_id, 263)","(event_id, 24)","(name, hardware)","(value, qcom)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 264)","(_id, 264)","(event_id, 24)","(name, manufacturer)","(value, samsung)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 265)","(_id, 265)","(event_id, 25)","(name, product)","(value, d1que)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 266)","(_id, 266)","(event_id, 25)","(name, net-type)","(value, 0)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 267)","(_id, 267)","(event_id, 25)","(name, mobile-subtype)","(value, 13)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 268)","(_id, 268)","(event_id, 25)","(name, os-uild)","(value, RP1A.200720.012)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 269)","(_id, 269)","(event_id, 25)","(name, sdk-version)","(value, 30)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 270)","(_id, 270)","(event_id, 25)","(name, fingerprint)","(value, samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 271)","(_id, 271)","(event_id, 25)","(name, model)","(value, SM-N970U1)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 272)","(_id, 272)","(event_id, 25)","(name, tz-offset)","(value, -14400)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 273)","(_id, 273)","(event_id, 25)","(name, device)","(value, d1q)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 274)","(_id, 274)","(event_id, 25)","(name, hardware)","(value, qcom)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 275)","(_id, 275)","(event_id, 25)","(name, manufacturer)","(value, samsung)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 276)","(_id, 276)","(event_id, 26)","(name, product)","(value, d1que)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 277)","(_id, 277)","(event_id, 26)","(name, net-type)","(value, 0)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 278)","(_id, 278)","(event_id, 26)","(name, mobile-subtype)","(value, 13)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 279)","(_id, 279)","(event_id, 26)","(name, os-uild)","(value, RP1A.200720.012)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 280)","(_id, 280)","(event_id, 26)","(name, sdk-version)","(value, 30)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 281)","(_id, 281)","(event_id, 26)","(name, fingerprint)","(value, samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 282)","(_id, 282)","(event_id, 26)","(name, model)","(value, SM-N970U1)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 283)","(_id, 283)","(event_id, 26)","(name, tz-offset)","(value, -14400)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 284)","(_id, 284)","(event_id, 26)","(name, device)","(value, d1q)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 285)","(_id, 285)","(event_id, 26)","(name, hardware)","(value, qcom)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 286)","(_id, 286)","(event_id, 26)","(name, manufacturer)","(value, samsung)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 287)","(_id, 287)","(event_id, 27)","(name, product)","(value, d1que)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 288)","(_id, 288)","(event_id, 27)","(name, net-type)","(value, 0)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 289)","(_id, 289)","(event_id, 27)","(name, mobile-subtype)","(value, 13)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 290)","(_id, 290)","(event_id, 27)","(name, os-uild)","(value, RP1A.200720.012)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 291)","(_id, 291)","(event_id, 27)","(name, sdk-version)","(value, 30)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 292)","(_id, 292)","(event_id, 27)","(name, fingerprint)","(value, samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 293)","(_id, 293)","(event_id, 27)","(name, model)","(value, SM-N970U1)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 294)","(_id, 294)","(event_id, 27)","(name, tz-offset)","(value, -14400)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 295)","(_id, 295)","(event_id, 27)","(name, device)","(value, d1q)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 296)","(_id, 296)","(event_id, 27)","(name, hardware)","(value, qcom)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 297)","(_id, 297)","(event_id, 27)","(name, manufacturer)","(value, samsung)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 298)","(_id, 298)","(event_id, 28)","(name, product)","(value, d1que)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 299)","(_id, 299)","(event_id, 28)","(name, net-type)","(value, 0)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 300)","(_id, 300)","(event_id, 28)","(name, mobile-subtype)","(value, 13)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 301)","(_id, 301)","(event_id, 28)","(name, os-uild)","(value, RP1A.200720.012)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 302)","(_id, 302)","(event_id, 28)","(name, sdk-version)","(value, 30)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 303)","(_id, 303)","(event_id, 28)","(name, fingerprint)","(value, samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 304)","(_id, 304)","(event_id, 28)","(name, model)","(value, SM-N970U1)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 305)","(_id, 305)","(event_id, 28)","(name, tz-offset)","(value, -14400)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 306)","(_id, 306)","(event_id, 28)","(name, device)","(value, d1q)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 307)","(_id, 307)","(event_id, 28)","(name, hardware)","(value, qcom)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 308)","(_id, 308)","(event_id, 28)","(name, manufacturer)","(value, samsung)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 309)","(_id, 309)","(event_id, 29)","(name, product)","(value, d1que)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 310)","(_id, 310)","(event_id, 29)","(name, net-type)","(value, 0)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 311)","(_id, 311)","(event_id, 29)","(name, mobile-subtype)","(value, 13)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, event_metadata)","(RL, 312)","(_id, 312)","(event_id, 29)","(name, os-uild)","(value, RP1A.200720.012)"
