PID,DN,DP,TN,RL,key,type,value
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 96)","(key, /settings/connection_manager/conn_tracking/3/2)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 97)","(key, /settings/connection_manager/conn_tracking/3/0)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 98)","(key, /settings/connection_manager/conn_tracking/4/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 99)","(key, /settings/connection_manager/conn_tracking/4/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 100)","(key, /settings/connection_manager/conn_tracking/4/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 101)","(key, /settings/connection_manager/conn_tracking/4/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 102)","(key, /config/path_provider/max_size/-220558465)","(type, 1)","(value, {""feature_name"":""graph_cursor"",""max_size"":524288000,""max_size_low_space_bytes"":209715200,""delete_only_on_init"":true,""path"":""\/data\/user\/0\/com.facebook.orca\/files\/graph_cursor"",""last_measured_size"":0})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 103)","(key, /settings/connection_manager/conn_tracking/5/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 104)","(key, /settings/connection_manager/conn_tracking/5/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 105)","(key, /settings/connection_manager/conn_tracking/5/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 106)","(key, /settings/connection_manager/conn_tracking/5/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 107)","(key, /settings/connection_manager/conn_tracking/6/2)","(type, 4)","(value, 2090212)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 108)","(key, /settings/connection_manager/conn_tracking/6/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 109)","(key, /settings/connection_manager/conn_tracking/6/0)","(type, 4)","(value, 1509787)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 110)","(key, /settings/connection_manager/conn_tracking/6/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 111)","(key, /settings/connection_manager/conn_tracking/7/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 112)","(key, /settings/connection_manager/conn_tracking/7/2)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 113)","(key, /settings/connection_manager/conn_tracking/7/0)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 114)","(key, /settings/connection_manager/conn_tracking/7/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 115)","(key, /settings/connection_manager/conn_tracking/8/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 116)","(key, /settings/connection_manager/conn_tracking/8/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 117)","(key, /settings/connection_manager/conn_tracking/8/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 118)","(key, /settings/connection_manager/conn_tracking/8/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 119)","(key, /settings/connection_manager/conn_tracking/9/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 120)","(key, /settings/connection_manager/conn_tracking/9/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 121)","(key, /settings/connection_manager/conn_tracking/9/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 122)","(key, /settings/connection_manager/conn_tracking/9/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 123)","(key, /settings/connection_manager/conn_tracking/10/0)","(type, 4)","(value, 2056516)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 124)","(key, /settings/connection_manager/conn_tracking/10/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 125)","(key, /settings/connection_manager/conn_tracking/10/2)","(type, 4)","(value, 1543483)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 126)","(key, /settings/connection_manager/conn_tracking/10/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 127)","(key, /settings/connection_manager/conn_tracking/11/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 128)","(key, /settings/connection_manager/conn_tracking/11/2)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 129)","(key, /settings/connection_manager/conn_tracking/11/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 130)","(key, /settings/connection_manager/conn_tracking/11/0)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 131)","(key, /settings/connection_manager/conn_tracking/12/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 132)","(key, /settings/connection_manager/conn_tracking/12/2)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 133)","(key, /settings/connection_manager/conn_tracking/12/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 134)","(key, /settings/connection_manager/conn_tracking/12/0)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 135)","(key, /settings/connection_manager/conn_tracking/13/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 136)","(key, /settings/connection_manager/conn_tracking/13/2)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 137)","(key, /settings/connection_manager/conn_tracking/13/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 138)","(key, /settings/connection_manager/conn_tracking/13/0)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 139)","(key, /settings/connection_manager/conn_tracking/14/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 140)","(key, /settings/connection_manager/conn_tracking/14/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 141)","(key, /settings/connection_manager/conn_tracking/14/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 142)","(key, /settings/connection_manager/conn_tracking/14/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 143)","(key, /settings/connection_manager/conn_tracking/15/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 144)","(key, /settings/connection_manager/conn_tracking/15/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 145)","(key, /settings/connection_manager/conn_tracking/15/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 146)","(key, /settings/connection_manager/conn_tracking/15/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 147)","(key, /config/sessionless_gk/last_fetch_time_ms)","(type, 4)","(value, 1618546970344)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 148)","(key, /X.5Vj/X.5WT)","(type, 4)","(value, 1618546970347)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 149)","(key, /X.5Vj/X.5WS)","(type, 4)","(value, 1618546970346)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 150)","(key, /X.5Vj/X.5Vr)","(type, 4)","(value, 1618546970347)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 151)","(key, /X.5Vj/X.5Wy)","(type, 4)","(value, 1618546970345)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 152)","(key, /X.5Vj/failures/X.5X1)","(type, 3)","(value, 8)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 153)","(key, /X.5Vj/X.2gy)","(type, 4)","(value, 1618546970345)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 154)","(key, /X.5Vj/X.5WH)","(type, 4)","(value, 1618546970347)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 155)","(key, /X.5Vj/X.5X1)","(type, 4)","(value, 1618546970347)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 156)","(key, /settings/connection_manager/conn_tracking/16/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 157)","(key, /settings/connection_manager/conn_tracking/16/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 158)","(key, /settings/connection_manager/conn_tracking/16/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 159)","(key, /settings/connection_manager/conn_tracking/16/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 160)","(key, /X.5Vj/executed/X.5WO)","(type, 2)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 161)","(key, /settings/connection_manager/conn_tracking/17/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 162)","(key, /settings/connection_manager/conn_tracking/17/0)","(type, 4)","(value, 15847)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 163)","(key, /settings/connection_manager/conn_tracking/17/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 164)","(key, /settings/connection_manager/conn_tracking/17/2)","(type, 4)","(value, 3584152)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 165)","(key, /X.5Vj/X.5WN)","(type, 4)","(value, 1618924209481)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 166)","(key, /settings/connection_manager/conn_tracking/18/0)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 167)","(key, /settings/connection_manager/conn_tracking/18/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 168)","(key, /settings/connection_manager/conn_tracking/18/2)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 169)","(key, /settings/connection_manager/conn_tracking/18/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 170)","(key, /settings/connection_manager/conn_tracking/19/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 171)","(key, /settings/connection_manager/conn_tracking/19/2)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 172)","(key, /settings/connection_manager/conn_tracking/19/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 173)","(key, /settings/connection_manager/conn_tracking/19/0)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 174)","(key, /settings/connection_manager/conn_tracking/20/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 175)","(key, /settings/connection_manager/conn_tracking/20/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 176)","(key, /settings/connection_manager/conn_tracking/20/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 177)","(key, /settings/connection_manager/conn_tracking/20/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 178)","(key, /settings/connection_manager/conn_tracking/21/0)","(type, 4)","(value, 148324)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 179)","(key, /settings/connection_manager/conn_tracking/21/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 180)","(key, /settings/connection_manager/conn_tracking/21/2)","(type, 4)","(value, 3451675)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 181)","(key, /settings/connection_manager/conn_tracking/21/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 182)","(key, /settings/connection_manager/conn_tracking/22/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 183)","(key, /settings/connection_manager/conn_tracking/22/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 184)","(key, /settings/connection_manager/conn_tracking/22/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 185)","(key, /settings/connection_manager/conn_tracking/22/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 186)","(key, /settings/connection_manager/conn_tracking/23/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 187)","(key, /settings/connection_manager/conn_tracking/23/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 188)","(key, /settings/connection_manager/conn_tracking/23/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 189)","(key, /settings/connection_manager/conn_tracking/23/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 190)","(key, /settings/connection_manager/conn_tracking/24/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 191)","(key, /settings/connection_manager/conn_tracking/24/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 192)","(key, /settings/connection_manager/conn_tracking/24/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 193)","(key, /settings/connection_manager/conn_tracking/24/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 194)","(key, /settings/connection_manager/conn_tracking/25/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 195)","(key, /settings/connection_manager/conn_tracking/25/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 196)","(key, /settings/connection_manager/conn_tracking/25/1)","(type, 4)","(value, 0)"
