PID,DN,DP,TN,RL,module_id,key,value
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 77)","(module_id, 241)","(key, release_file_hash)","(value, lBauzbsmUeqCJtQISWheXCf2aznMz2UaCTs+kxTWO8o=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 78)","(module_id, 241)","(key, release_full_apk_signature)","(value, AQDiMEUCIG92YO1zJ2X8W8iRggnDLa76SZd5E3PGrGrLTs68cGWIAiEAkpXAoaGigYnnaZsNjpFYu8/R04P+xD+P9dXoYbWxgIg=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 79)","(module_id, 242)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 80)","(module_id, 242)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 81)","(module_id, 242)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 82)","(module_id, 242)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/218289523_1712492145602550_2878599264431622911_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=2QqYdt0CHikAX8md62g&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=f7ea11e8ec3c5f0d304626f826faa5fa&oe=60F82934)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 83)","(module_id, 242)","(key, release_file_hash)","(value, 96iEuwHNJ5mxfz3Mgg+5VxfMo4xQDAW7kojeu2DDc2w=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 84)","(module_id, 242)","(key, release_full_apk_signature)","(value, AQDiMEYCIQD/nDACHGdbzPJysSsdn0Zb0fjVbV2TttlAz+ijmNBaCAIhANqX+SM2X5arQWwta4EJwo5QUSXrRkuP89R+veY2dn8d)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 85)","(module_id, 243)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 86)","(module_id, 243)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 87)","(module_id, 243)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 88)","(module_id, 243)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217589903_1712492048935893_910978120336933522_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=Aqzt1Uwj8NcAX-GoZ3X&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=84b4951eb9a261228056da89c507877f&oe=60F6A951)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 89)","(module_id, 243)","(key, release_file_hash)","(value, M2TijpqdkVPkqWhGyoM8X+dSCRMZH3KAROoh/QG/Kwg=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 90)","(module_id, 243)","(key, release_full_apk_signature)","(value, AQDiMEYCIQDB526NOE7npYCWi/xWrxwfx8FX8gh1XRvtfo/NIb0hcAIhAPPaF0erSbk+KKeiBl89mssuBmsMAsNZ0/peHE3tA8qF)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 91)","(module_id, 244)","(key, multifile_download_id)","(value, 389)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 92)","(module_id, 244)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 93)","(module_id, 244)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 94)","(module_id, 244)","(key, release_remote_uri)","(value, https://scontent-iad3-2.xx.fbcdn.net/v/t39.10537-6/218405124_325571905881635_3148177848482880983_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=XFiM0ncb8wYAX-HbSBd&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-iad3-2.xx&oh=569f0ff272faa5e7d5230a96606b7bdf&oe=60FE37DB)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 95)","(module_id, 244)","(key, release_file_hash)","(value, 6yeEWKKLZ3yV4vzY127ChqpkbZuYTcWfigQuRlegw+k=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 96)","(module_id, 244)","(key, release_full_apk_signature)","(value, AQDiMEUCIAOj0q3dQLvDy58GEA3fDF+Bzvj6oyJc0F8VZ/T5bdUYAiEAlNxJ8OHGwlqNhQzFVD+zFIDltOz9yB8dkqsrGKQSvN8=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 97)","(module_id, 245)","(key, multifile_download_id)","(value, 389)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 98)","(module_id, 245)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 99)","(module_id, 245)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 100)","(module_id, 245)","(key, release_remote_uri)","(value, https://scontent-iad3-2.xx.fbcdn.net/v/t39.10537-6/219699511_325568785881947_6852059467638419663_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=oFggGbkK-zIAX_BXSzq&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-iad3-2.xx&oh=de9153b70b9c7001f36f0b998deb58de&oe=60FDAB3C)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 101)","(module_id, 245)","(key, release_file_hash)","(value, TLi/k0Y98WsMNlaKQh1OYztpzHB6GYh7gwPU3GF2/Es=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 102)","(module_id, 245)","(key, release_full_apk_signature)","(value, AQDiMEUCIQD1vKAMCgdLJfzwVRg5ge0v34I9mDj5HdQOAwy5ygP6AAIgJmH+mT4YbMaJcOubWIWRGw+5SMl2rQSH3fsTSl35l5k=)"
