PID,DN,DP,TN,RL,facet,version
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 88)","(facet, __idx__threads__last_activity_timestamp_ms__mute_expire_time_ms__last_read_watermark_timestamp_ms__folder_name__thread_key_index_crc)","(version, 8530733652134196904)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 89)","(facet, __idx__participants__thread_key__contact_id_index_crc)","(version, 566112463008442741)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 90)","(facet, __idx__participants__read_watermark_timestamp_ms_index_crc)","(version, -2008240322185797912)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 91)","(facet, __idx__participants__delivered_watermark_timestamp_ms_index_crc)","(version, -3798543950757438993)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 92)","(facet, __idx__contacts__rank__name__contact_type__blocked_by_viewer_status__messenger_call_log_third_party_id_index_crc)","(version, 2770023688483595705)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 93)","(facet, __idx__messages__reply_source_id_index_crc)","(version, -8740879378875530918)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 94)","(facet, __idx__messages__thread_key__primary_sort_key__secondary_sort_key__timestamp_ms__message_id_index_crc)","(version, 3739445332000082494)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 95)","(facet, __idx__messages__message_id_index_crc)","(version, -3942427668217198786)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 96)","(facet, __idx__messages__timestamp_ms_index_crc)","(version, -1544047256925928758)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 97)","(facet, __idx__attachments__original_file_hash_index_crc)","(version, 8152676654081059823)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 98)","(facet, __idx__pending_tasks__plugin_type__task_value_index_crc)","(version, 4524129217476482399)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 99)","(facet, __idx__fb_transport_contacts_client_contact_pk_index_crc)","(version, 4550254461761269631)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 100)","(facet, __idx__fb_transport_contacts_server_contact_id_index_crc)","(version, -7100777645310189313)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 101)","(facet, __idx__secure_threads__last_activity_timestamp_ms__mute_expire_time_ms__last_read_watermark_timestamp_ms__thread_key__secure_thread_status_index_crc)","(version, 6827060858193242857)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 102)","(facet, __idx__secure_threads__thread_key__client_thread_key_index_crc)","(version, 2246975390576719756)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 103)","(facet, __idx__secure_messages__thread_key__primary_sort_key__secondary_sort_key__timestamp_ms__message_id_index_crc)","(version, 8877482600951501334)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 104)","(facet, __idx__secure_messages__message_id_index_crc)","(version, -546917119180546571)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 105)","(facet, __idx__secure_thread_participants__thread_key__contact_id_index_crc)","(version, -6491527656712329874)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 106)","(facet, __idx__secure_thread_participants__read_watermark_timestamp_ms_index_crc)","(version, -5605102683045262443)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 107)","(facet, __idx__secure_reactions__reaction_id_index_crc)","(version, -4274022662473787097)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 108)","(facet, cql_schema_v70)","(version, 5162103930067984234)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 109)","(facet, secure_message_server_time_v2_group_crc)","(version, 532013547500443330)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 110)","(facet, secure_message_ab_props_v2_group_crc)","(version, 9134555701233488790)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 111)","(facet, secure_message_peer_devices_v2_group_crc)","(version, 3325566372803143415)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 112)","(facet, temp_development_group_crc)","(version, 868404410479326883)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 113)","(facet, cql_schema_version)","(version, 70)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 114)","(facet, cql_schema_crc)","(version, -562234288526392998)"
