UID,AN,PID,DN,DP,TN,RL,key,value
"(UID, cf065db6ed4ebf2)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 842)","(_id, 842)","(prekey_id, 5569178)","(sent_to_server, 0)","(record, CJr10wISIQXWcZ43hBVjxDuIdsc0IqmwQhe3BSOksMlyki7BakLuGBogiOUBQdfGoFb8m7l2hvWXXDbmjeC0w9IU+SWLYB44jGA=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, cfdfcca4e39e013)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 843)","(_id, 843)","(prekey_id, 5569179)","(sent_to_server, 0)","(record, CJv10wISIQX+t6tAJvKl1kZs08VEFUjEYTbt/8ugRYjj/ikoj7oHbhogyNmM4quLl+j6x0RemxTyY1HuMkHBYIprGa5Dp51b4mA=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 0066c9d0f61f99f)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 844)","(_id, 844)","(prekey_id, 5569180)","(sent_to_server, 0)","(record, CJz10wISIQXMwlX14wTDEgdiJlERaxaj4Pncxhbvnzo3dag2HUj7DBog6J3Z2186spLj3Pf08W0IQspm4CIAoWEfZIaXWgKvIU4=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, c82762e8e8dbf73)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 845)","(_id, 845)","(prekey_id, 5569181)","(sent_to_server, 0)","(record, CJ310wISIQVyr08W7FXviHPhNrIDlCXNGVNjOMJvzKpEM/NFSc0PWxog8HLi8u25isrqqmNYOTLMa6yT3lc0//HVdDermkS4klo=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 4964e4434c06211)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 846)","(_id, 846)","(prekey_id, 5569182)","(sent_to_server, 0)","(record, CJ710wISIQUaFHQ5tCC5D2ZvijcnuSBO3BPbyf4Yzn4PNnLYx+ASGRogwMT6/WWEKdUWFRXkxROpeiDAj0lra5Dmrqg8iCwi7FA=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, eabe2e5d41e1a88)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 847)","(_id, 847)","(prekey_id, 5569183)","(sent_to_server, 0)","(record, CJ/10wISIQWPcfWMDk8DUKiw82wbbhpDkFF6K4giSlpz8u21oCThYBogeLyPt9iyapVB+y+wKVjjIK4Njak+5ji0rWm81x0HgUI=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 651f06a739ce2c4)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 848)","(_id, 848)","(prekey_id, 5569184)","(sent_to_server, 0)","(record, CKD10wISIQWeyVSTdTAfIvjipdZHXdewxKpygBhvbOZtqCl1Cn5aABogoHRUf2FafK98VvCOglTD+Ci/eHo3W5K+X1dgTbkbuE8=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, f88dd8242ed41d9)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 849)","(_id, 849)","(prekey_id, 5569185)","(sent_to_server, 0)","(record, CKH10wISIQX+wY7TtVQvmw1In8NpEhIB+ScPsYmxNEB/4XPiga3+DhogyFgkzfERB9I1w1dBXEbIpCcD9z/VSnLFG4iXkAwdJU0=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 63beaf8b85c501d)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 850)","(_id, 850)","(prekey_id, 5569186)","(sent_to_server, 0)","(record, CKL10wISIQUKV4IATIq8bz03u5iRNlSSkUnAhcA6w1irdWYohBAYURogyBA+hx5DSnraVGFnYkf/ktn61tPE4uAfNms4R1t8Uko=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, d315d18054f1e04)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 851)","(_id, 851)","(prekey_id, 5569187)","(sent_to_server, 0)","(record, CKP10wISIQW6x9EFVrxjb7sAyvY6SZvM8WZZjz5s6AGS4h8radW+bBogAOeZuMqav57SascvvA3fbZ3RThi99W1//0XpmZ2S8lM=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, d0c208cfe9d59ce)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 852)","(_id, 852)","(prekey_id, 5569188)","(sent_to_server, 0)","(record, CKT10wISIQVOTGBm7YOD61zrnrTxD/5VHG0R1stwa1tb97pvnrKdeRogYJocflYf961ZYDRFeAwC2t51AbjBXvNIDtFrTJugJno=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 4902e00d1b2ab63)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 853)","(_id, 853)","(prekey_id, 5569189)","(sent_to_server, 0)","(record, CKX10wISIQVQR6OrMhVfHBJFrSp71SyDG4wC5AcN8nKR0yeZnrPYYxogkDRPcszcb1IEtyv9peQzkxasb1AiwAk5OdsWUZoS9Vk=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 6fa177e92117785)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 854)","(_id, 854)","(prekey_id, 5569190)","(sent_to_server, 0)","(record, CKb10wISIQXeAwqLfjyfZVouQaMaE3xKv07Gim/9AenDhb8seS3/GxogCKK3cODyCVzMhz5Pa3RfyhXadn4HcBsI4G5SwViR2EQ=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 925708b7464b42a)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 855)","(_id, 855)","(prekey_id, 5569191)","(sent_to_server, 0)","(record, CKf10wISIQUeUApWNFSGDNWsygRh+9ozoM6Z4Z9E6nwbS1Ex5m9tAxogCJS3ZIJ8edxGcT6Hxvg4pWeS0O/r+V56vm4zMairb3Y=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, e1a6a790b3a39d2)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 856)","(_id, 856)","(prekey_id, 5569192)","(sent_to_server, 0)","(record, CKj10wISIQWnBkJeIeTk859MjWZW6oQwP4WEN9bBbng7/bxbvTiIdxogEE1jjv2HD4pWUewfajh1zePBt859JgE1yfuItvGolns=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 1a8c8cc94299f5a)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 857)","(_id, 857)","(prekey_id, 5569193)","(sent_to_server, 0)","(record, CKn10wISIQWBrMMEARllTE73pHEm7rmFbtlrKjUsr4Y7bJhCGDjXJBogMLlSGdTcxuGQGvDugBInEbQlEAD1HmovSB/aCdgHt1w=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 2916193c81630da)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 858)","(_id, 858)","(prekey_id, 5569194)","(sent_to_server, 0)","(record, CKr10wISIQULxD8egIf/dtjsmxV1NpJK/AgRsjBV49WV2Kf+hrZiEhogkD4qzG4pDc83KsfbJYTyIaYQeCHqRG0UPC/CqbaFQG0=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, e300f7a7ec52182)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 859)","(_id, 859)","(prekey_id, 5569195)","(sent_to_server, 0)","(record, CKv10wISIQUGjkHOpKtIPQshL6YF80AGGo+e1OmymxQwlpKo46GBbxogkIyO/4qTdhiyAOHEKMnsACg5RLKGXQ1FJM22ujfZpWE=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, faec9ee72f78107)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 860)","(_id, 860)","(prekey_id, 5569196)","(sent_to_server, 0)","(record, CKz10wISIQX0dJDNq4cMtyp0UckYY53TtPo4blqASmhM07vdaKLyHRogMDh2IkHeSAG9knqHOaf1Shg0bV+E/6t4T3cFyamMg3k=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, da2c032913bc071)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 861)","(_id, 861)","(prekey_id, 5569197)","(sent_to_server, 0)","(record, CK310wISIQVxJCyIQg6tDyrkevuhyCTVuZMMc5cUTR4OBt68vHhLYBogKHvcVHjpA9ileUIEv2wPsBN8VKxGHPXq976ZKuSU6VU=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, c82c67f1ef73e3a)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 862)","(_id, 862)","(prekey_id, 5569198)","(sent_to_server, 0)","(record, CK710wISIQVae4wmSHe4QXaCWyrCrOVK/aY1IdxLdeKYYUX69M0dJhogUNhfaqk3v69SLk3dQP+hoEotZK/ZOVgPT/OOLPpKWFY=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 9b18e0ff563c63e)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 863)","(_id, 863)","(prekey_id, 5569200)","(sent_to_server, 0)","(record, CLD10wISIQXkuHCbPCc3sR43hoccz6Cky9Cxfs44pnOkBL8AWE0sAxogwJQjIAC50Q9zF5OJZwGA9axn0Imu7sHRg+3VwsdP4XQ=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 9ad79a9c7d3b5c4)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 864)","(_id, 864)","(prekey_id, 5569201)","(sent_to_server, 0)","(record, CLH10wISIQUzGNhcYVp4yvLzHhsJjn4Ej311Ep2SF3pwtx+EgEU8eBogeIeGVHFpDhItK6UacxvChiH82iXwx6rAJ1z0pbOSJmc=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 178445f0ce7c500)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 865)","(_id, 865)","(prekey_id, 5569202)","(sent_to_server, 0)","(record, CLL10wISIQWeW2Mux2M7IwoCcc84BX5xsQnK7eOj6EmP6W7ocICaORogUK4NPVXLhyCK2cJdDK+WQQh8Xz1LYa35HXw/E/tY/18=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 9453043a8a180ad)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 866)","(_id, 866)","(prekey_id, 5569203)","(sent_to_server, 0)","(record, CLP10wISIQWlwLOLg2n2+zonoZJAubZrDb0G1Cyz0kArHSvemnEnFhogeLjWrNMjnGQWhIb8bx3u3kpAlzTu9jolgQc1i0wLm3Q=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, c9a8104e6af789e)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 867)","(_id, 867)","(prekey_id, 5569204)","(sent_to_server, 0)","(record, CLT10wISIQV9ZxmhJGLlHJaRxi0zN03kljgi+fkZGGzVbMCLC4eTABogACZ0iFv2dX/aeOQSG/B+AL0K8ftJ1Wy0sJt0SfBHulY=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, d1679aaead7515d)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 868)","(_id, 868)","(prekey_id, 5569205)","(sent_to_server, 0)","(record, CLX10wISIQWwQFXvnUQEcWxoRSls7VX5Ao6mmKsoIGM/r3SkDufTCxogoANmRXZ5uekjJpDOeqM+balRkQ2x/fqYW+aFGKBfC0s=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 5e0693498cd6b32)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 869)","(_id, 869)","(prekey_id, 5569206)","(sent_to_server, 0)","(record, CLb10wISIQWt85uy1f5/skIxpwlaCcuenK3a+X99tqWQtSdFZLpzBxog0APzEKJ1UsIUhCBNoG2dn/8b+V/BR6msnHY5fcNSGUE=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 08b295e4c8709f4)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 870)","(_id, 870)","(prekey_id, 5569207)","(sent_to_server, 0)","(record, CLf10wISIQX5w4pZBYAIh/oOsohPIDcIFTzvrDMEPBqHcQixcpFYdRogmALgqX4CKTfMUgGcVBNROhj4BpBSRBn2C5GvdZvo0HA=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, ff9c7611678bba5)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 871)","(_id, 871)","(prekey_id, 5569208)","(sent_to_server, 0)","(record, CLj10wISIQUUezMSF6Sql9z7JSFA1MoSRZTdiITQRxHeowW/IormJRogcKXjj+wOatXTZlsdGrJI3ATaZv2Vz1SixZpDYVapiXA=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 3f9e7d846d495f3)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 872)","(_id, 872)","(prekey_id, 5569209)","(sent_to_server, 0)","(record, CLn10wISIQVBVYXJ579jEWnjwBfYpwpckxFdSbGZskyZ+/Jl5f9RJhog6Lx9akndtm4mH7cmiL5gtL49NW6g7g8KpMdNqa8/xGI=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, cdb51595fe96fa6)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 873)","(_id, 873)","(prekey_id, 5569210)","(sent_to_server, 0)","(record, CLr10wISIQUUnEtnNEFk3z2Q7JnietCz9VZdbpxeTEJkVcJtMs4KDxogWA6avW9XId85olW2pg6jhGWrmKQcyTL1krj8a3MakXk=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, bcc041ba2b92b89)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 874)","(_id, 874)","(prekey_id, 5569211)","(sent_to_server, 0)","(record, CLv10wISIQUMhi1NXt4KGZrOY9pBd7ybaeJclOnZA8dIl0RKAWlfPxogCOJnS0eseJdS1pXeaE4F3XBWVk1F0XM3Mc5wSae9rmI=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 2f107d2e8470acf)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 875)","(_id, 875)","(prekey_id, 5569212)","(sent_to_server, 0)","(record, CLz10wISIQUE4vYK9iNTnu2xuQtmF5LHVk00PS1idYyyNXMxj/yMIBog2K+5c+lVGwLJtfYu0qRdvz218AS3lEbCTOZR/55EXHU=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 86ad4df06f5e431)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 876)","(_id, 876)","(prekey_id, 5569213)","(sent_to_server, 0)","(record, CL310wISIQXaRzzNoVUKPWW/Yv38YHvq9vO2TDqgc4XZ+CwhtfRpRhogmPciSKG2+7hjT+AH+Kg1Lm1+SjRbl2dpqGwGNNaSF0c=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 0730a6f8060a6ad)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 877)","(_id, 877)","(prekey_id, 5569214)","(sent_to_server, 0)","(record, CL710wISIQV0hAKUlShTNQNBBBaEmNnT8IF3k+tIqf9pTVQA/2xNWxogGFyGW/qHVqCeKwhE791v7hUre2dmE0lHaVUiwWbifHU=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, d3257cf8fc696db)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 878)","(_id, 878)","(prekey_id, 5569215)","(sent_to_server, 0)","(record, CL/10wISIQXzKgnZa9UJn6fzEnmLRoiRCg1vj7b/m5wDwvHp4rVADhogaP+DN+N+WI/Y/h9JWX4/QdO51E+p4g5iWMh2NWEgl2o=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, dead9ee28a8ab47)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 879)","(_id, 879)","(prekey_id, 5569216)","(sent_to_server, 0)","(record, CMD10wISIQW1wt3EgtVkWanCNonEbVTm2R0o+SxIoB7PL+3wIfnJZxogiKiJbFnHrtv+aPR52NJdcP6wkYSvr9ru6apHrd0p5kU=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, f4e76842427cb9d)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 880)","(_id, 880)","(prekey_id, 5569217)","(sent_to_server, 0)","(record, CMH10wISIQWJGDsF6bc6k5Ic0OYcJANv3i1xa9PRhrMvrboZbkX+EBogCIlXfAJS1kRPr35+2LIXueQyf0rAIhbugRZLX51Km14=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 3cda83343b32e93)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 881)","(_id, 881)","(prekey_id, 5569218)","(sent_to_server, 0)","(record, CML10wISIQXUcNayvCO/HSMGdNd0DFb80BCk3oL4PpRMwU4TeHmkDBog+NAlgHBggxD0wVTAeh9Xwxqsf3yyhhBMOMFmpdkmbFI=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 5508d87ad4afdad)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 882)","(_id, 882)","(prekey_id, 5569219)","(sent_to_server, 0)","(record, CMP10wISIQUG/o9VFgqi6tYu0L8KgoKslsoncnB9KRbxEMz/alfkERogkNOBVhR9rOUHde0HJuXmNbLAmaUEwy1VqaLsqaZnYnw=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 260081123f706a0)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 883)","(_id, 883)","(prekey_id, 5569220)","(sent_to_server, 0)","(record, CMT10wISIQXP8kjLACGakGlRzbftCkiwtYgtPwP3djqV+fGxP9ETfRogGPA5+8PNXVP5IYHJ2/pPSgRXOszc7FnlRL/seG/8e3c=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 4c435af2c4e2288)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 884)","(_id, 884)","(prekey_id, 5569221)","(sent_to_server, 0)","(record, CMX10wISIQV/D4kGZ+rxzeEgVIkE85L4ScSe9QncOJUbvqyh5yzoLhogqHC0+J1hKPioWdVDuYHz534NRNvUutQYk81ru8QSj34=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, be9e83c7a9c0392)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 885)","(_id, 885)","(prekey_id, 5569222)","(sent_to_server, 0)","(record, CMb10wISIQVwmXASI9ezgjKuwffbBlWmd4UXdQBFIiLLD/bfunbWQBoguB9h9VGcyOhOPklsuyJAHkdqF1yMWORf3W1zwHo0WWw=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 97caac6cae86b7e)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 886)","(_id, 886)","(prekey_id, 5569223)","(sent_to_server, 0)","(record, CMf10wISIQXAAJU3Z5NQWf+CWmQ2NmVWzq4SvHrT4DzoxHDD+04OeBogILX7iiFAP28603s9SrSJiZGrmBkNXFw3R8jSrCwkPUk=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 89955260825172a)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 887)","(_id, 887)","(prekey_id, 5569224)","(sent_to_server, 0)","(record, CMj10wISIQWowIO0l32QIXuoNguowIb3qFQ2wxEUzN1+nKhVSK23FxogCNuSnifGzg3wJx2p9gNSBdye5kdiLMNEcp4PzLl+nUg=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 2a492acb9202cc3)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 888)","(_id, 888)","(prekey_id, 5569225)","(sent_to_server, 0)","(record, CMn10wISIQVQUP1XmYwIP0z7teu5Xny8GAJR3jm1o9tqR+hifOlqKBogsEU2ApKtuKqoRIqaP2P48ojj6YxSKETyTxvzorglBm0=)","(direct_distribution, 0)","(upload_timestamp, None)"
