UID,AN,PID,DN,DP,TN,RL,name,displayName,prevalence
"(UID, 28a94da5751d6db)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 606)","(domain, acrobatusers.com)","(entityName, Adobe Inc.)"
"(UID, 1b5909d5189ff59)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 607)","(domain, adobe.com)","(entityName, Adobe Inc.)"
"(UID, f1a737086335abd)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 608)","(domain, adobe.io)","(entityName, Adobe Inc.)"
"(UID, 6d6bb452e2d425c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 609)","(domain, adobeccstatic.com)","(entityName, Adobe Inc.)"
"(UID, 8fffaebf7198ee2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 610)","(domain, adobecqms.net)","(entityName, Adobe Inc.)"
"(UID, e10cc4401d43d06)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 611)","(domain, adobedc.net)","(entityName, Adobe Inc.)"
"(UID, 738c627614c4f0d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 612)","(domain, adobedtm.com)","(entityName, Adobe Inc.)"
"(UID, d474b3ab50dc944)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 613)","(domain, adobelogin.com)","(entityName, Adobe Inc.)"
"(UID, 2aef0984884baa9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 614)","(domain, adobetag.com)","(entityName, Adobe Inc.)"
"(UID, 011abfc7f376559)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 615)","(domain, assetsadobe.com)","(entityName, Adobe Inc.)"
"(UID, 2fa05e1725168c2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 616)","(domain, assetsadobe2.com)","(entityName, Adobe Inc.)"
"(UID, 07617f6c2364dbb)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 617)","(domain, assetsadobe3.com)","(entityName, Adobe Inc.)"
"(UID, c90f09b3dea46bd)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 618)","(domain, atomz.com)","(entityName, Adobe Inc.)"
"(UID, beb08ff09c42d23)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 619)","(domain, auditude.com)","(entityName, Adobe Inc.)"
"(UID, d0f9a5411944039)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 620)","(domain, behance.net)","(entityName, Adobe Inc.)"
"(UID, 86c38c87af2af03)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 621)","(domain, bizible.com)","(entityName, Adobe Inc.)"
"(UID, 9551408db0533ba)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 622)","(domain, bizibly.com)","(entityName, Adobe Inc.)"
"(UID, 8e7bc903e631860)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 623)","(domain, businesscatalyst.com)","(entityName, Adobe Inc.)"
"(UID, 817a906d153f4ff)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 624)","(domain, creativecloud.com)","(entityName, Adobe Inc.)"
"(UID, 91c427a944308d0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 625)","(domain, demdex.net)","(entityName, Adobe Inc.)"
"(UID, 1d26e993f1aaffc)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 626)","(domain, edgefonts.net)","(entityName, Adobe Inc.)"
"(UID, 0072cd89f1ac906)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 627)","(domain, everestads.net)","(entityName, Adobe Inc.)"
"(UID, e537ba68fab9e45)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 628)","(domain, everestjs.net)","(entityName, Adobe Inc.)"
"(UID, 0dd7dc70dc8c4d2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 629)","(domain, everesttech.net)","(entityName, Adobe Inc.)"
"(UID, 03288d8f10519ff)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 630)","(domain, fotolia.com)","(entityName, Adobe Inc.)"
"(UID, 3ddd95a217ae20d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 631)","(domain, fotolia.net)","(entityName, Adobe Inc.)"
"(UID, 74d34bf255d2317)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 632)","(domain, ftcdn.net)","(entityName, Adobe Inc.)"
"(UID, 6a4a600626eb188)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 633)","(domain, fyre.co)","(entityName, Adobe Inc.)"
"(UID, c009142f6aa5782)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 634)","(domain, hitbox.com)","(entityName, Adobe Inc.)"
"(UID, d092983f810e1eb)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 635)","(domain, livefyre.com)","(entityName, Adobe Inc.)"
"(UID, c853b0928cfa3c6)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 636)","(domain, marketo.com)","(entityName, Adobe Inc.)"
"(UID, aedffa710153d29)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 637)","(domain, marketo.net)","(entityName, Adobe Inc.)"
"(UID, 76d0a1531861c7d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 638)","(domain, mktoresp.com)","(entityName, Adobe Inc.)"
"(UID, dd5da267d7d1c61)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 639)","(domain, mktoutil.com)","(entityName, Adobe Inc.)"
"(UID, db17dd015bb38b1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 640)","(domain, nedstat.net)","(entityName, Adobe Inc.)"
"(UID, 08c540ccf1ffc6d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 641)","(domain, omniture.com)","(entityName, Adobe Inc.)"
"(UID, e7490a77d33a379)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 642)","(domain, omtrdc.net)","(entityName, Adobe Inc.)"
"(UID, bf3fda31b03a7cf)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 643)","(domain, photoshop.com)","(entityName, Adobe Inc.)"
"(UID, b53f7ef10fda0d2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 644)","(domain, scene7.com)","(entityName, Adobe Inc.)"
"(UID, d145ad274e8d650)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 645)","(domain, sitestat.com)","(entityName, Adobe Inc.)"
"(UID, d9ab5b4d9999498)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 646)","(domain, ss-omtrdc.net)","(entityName, Adobe Inc.)"
"(UID, 40da01e86c7d928)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 647)","(domain, storify.com)","(entityName, Adobe Inc.)"
"(UID, 8955e72ff60bff2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 648)","(domain, tubemogul.com)","(entityName, Adobe Inc.)"
"(UID, 51b956a43477932)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 649)","(domain, typekit.com)","(entityName, Adobe Inc.)"
"(UID, 1587597ac474b91)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 650)","(domain, typekit.net)","(entityName, Adobe Inc.)"
"(UID, e0b0a4df58d2938)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 651)","(domain, worldsecuresystems.com)","(entityName, Adobe Inc.)"
"(UID, 1ed1089c0a89c5b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 652)","(domain, 33across.com)","(entityName, 33Across, Inc.)"
"(UID, 99a0435befbe505)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 653)","(domain, tynt.com)","(entityName, 33Across, Inc.)"
"(UID, bc0493941adfa87)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 654)","(domain, 360yield.com)","(entityName, Improve Digital BV)"
"(UID, 9330a720d5b4934)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 655)","(domain, improvedigital.com)","(entityName, Improve Digital BV)"
"(UID, f3adcb6fa688e16)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 656)","(domain, 3gl.net)","(entityName, CatchPoint Systems Inc)"
"(UID, 1283d7088bb2890)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 657)","(domain, 3lift.com)","(entityName, TripleLift)"
"(UID, 540f2240af24e55)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 658)","(domain, triplelift.com)","(entityName, TripleLift)"
"(UID, 4caa5c9d824606c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 659)","(domain, 4dex.io)","(entityName, Adagio)"
"(UID, 21218c016b6e37b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 660)","(domain, adagio.io)","(entityName, Adagio)"
"(UID, e69e24cf3175c6c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 661)","(domain, 4dsply.com)","(entityName, AdSupply, Inc.)"
"(UID, fea49116657ee74)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 662)","(domain, adsupply.com)","(entityName, AdSupply, Inc.)"
"(UID, 49d8604bc67abe8)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 663)","(domain, 4strokemedia.com)","(entityName, 4strokemedia)"
"(UID, 62be2d1531a12e4)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 664)","(domain, 6sc.co)","(entityName, 6 Sense Insights Inc.)"
"(UID, 690bac9e645aaf4)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 665)","(domain, aamapi.com)","(entityName, Alliance for Audited Media)"
"(UID, 5250a414e0cdf48)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 666)","(domain, aamsitecertifier.com)","(entityName, Alliance for Audited Media)"
"(UID, d8c90592153456a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 667)","(domain, aax.media)","(entityName, Acceptable Ads Exchange)"
"(UID, 4cbfb9e57160633)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 668)","(domain, aaxads.com)","(entityName, Acceptable Ads Exchange)"
"(UID, 7d72536b876be40)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 669)","(domain, aaxdetect.com)","(entityName, Acceptable Ads Exchange)"
"(UID, 98c8a102bbe8458)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 670)","(domain, abtasty.com)","(entityName, Liwio)"
"(UID, 7dc112620be1856)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 671)","(domain, accengage.net)","(entityName, Accengage)"
"(UID, 5e87fc33cb61fe5)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 672)","(domain, notification.group)","(entityName, Accengage)"
"(UID, 68f364f1a39f3db)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 673)","(domain, acint.net)","(entityName, Poshibalov Evgeny Vasilyevich)"
"(UID, 05c313a3ded52e2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 674)","(domain, acq.io)","(entityName, Acquisio inc.)"
"(UID, 2349c62e0944f23)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 675)","(domain, clickequations.net)","(entityName, Acquisio inc.)"
"(UID, 785727effc05af9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 676)","(domain, accu-chek.com)","(entityName, Acquia, Inc)"
"(UID, fb2bef826106233)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 677)","(domain, acquia-sites.com)","(entityName, Acquia, Inc)"
"(UID, da99a7089af40cd)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 678)","(domain, acquia.com)","(entityName, Acquia, Inc)"
"(UID, e8bb76728a1aeea)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 679)","(domain, cityofirvine.org)","(entityName, Acquia, Inc)"
"(UID, cf4794cf8725717)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 680)","(domain, e3develop.com)","(entityName, Acquia, Inc)"
"(UID, f7bfa2ee0444a60)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 681)","(domain, flydulles.com)","(entityName, Acquia, Inc)"
