UID,AN,PID,DN,DP,TN,RL,update_id,permission
"(UID, a9ff245e7b6a6a7)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 15)","(module_id, 231)","(key, download_allow_metered)","(value, false)"
"(UID, 0e4d800b1bc436e)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 16)","(module_id, 231)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217629009_310401417440395_4313277700717155433_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=C7HlZpaJOW8AX_Vh-GR&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=cb24a303d146c3410a86daaf27c7ab37&oe=60F4B817)"
"(UID, a57597c057f3fba)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 17)","(module_id, 231)","(key, release_file_hash)","(value, zDcBljCzUL6GtGl+tsJNNtA8fZHEAcIKKKvg6GDW80U=)"
"(UID, f1ad90bc2126697)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 18)","(module_id, 231)","(key, release_full_apk_signature)","(value, AQDiMEUCIQDru1eLJkfSEoS9JkrbtDJTmK+vBeqoNonCKT8+aLR9xAIgB6GPEvKcB1KgRs+6fV+wo204nf9QOc5DWxEkhsFib0o=)"
"(UID, 51c19adc74320ce)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 19)","(module_id, 232)","(key, multifile_download_id)","(value, 365)"
"(UID, d1d7b0105c40600)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 20)","(module_id, 232)","(key, download_api)","(value, 1)"
"(UID, 427a001a05ac41e)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 21)","(module_id, 232)","(key, download_allow_metered)","(value, false)"
"(UID, dc779eb2464736f)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 22)","(module_id, 232)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/215772225_1712498935601871_8295819544407546343_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=hXoFEh0EFq0AX_2QZI1&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=bd3af633eea5a704bad59198d030212e&oe=60F77DBD)"
"(UID, 96d36ce3e67a751)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 23)","(module_id, 232)","(key, release_file_hash)","(value, 6qz7qS7OJSVZ37VC8Qt9OltvpIMQIhNNsqLZWh9RJ6M=)"
"(UID, 84069a245505130)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 24)","(module_id, 232)","(key, release_full_apk_signature)","(value, AQDiMEUCIGhwKQ9iVx1Rs/+8wnWtiCFpiHI1+rjQXNuOQWSjeJ73AiEAiD7qIzFczQGBalGIN9Dr9mhZb5Utp189UUbTFV3dWcM=)"
"(UID, b6c468bcf89f254)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 25)","(module_id, 233)","(key, multifile_download_id)","(value, 365)"
"(UID, 3e551c164aafc36)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 26)","(module_id, 233)","(key, download_api)","(value, 1)"
"(UID, 4703a887a0e0d83)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 27)","(module_id, 233)","(key, download_allow_metered)","(value, false)"
"(UID, 5a0314679b6f941)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 28)","(module_id, 233)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217730797_1712498512268580_3679535159058012902_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=wrSLilZvhJ8AX-94T9R&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=e11fe9d9f744a6bd61e5a1af50d2e46c&oe=60F774B8)"
"(UID, c21f3dc26d79fa5)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 29)","(module_id, 233)","(key, release_file_hash)","(value, sEQ3HF72UpBraKfpNNjAgx+ZdmY+9PTB9ljosgoqh90=)"
"(UID, ac3701e6c8bd05e)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 30)","(module_id, 233)","(key, release_full_apk_signature)","(value, AQDiMEQCIG5o8Deo4FEQuIhCjkXMIN9znf0KsUlyV8GU2SGOFOg3AiBu/eOGX1zV5MFCOzJgDDrF76WBGxg9GYRvqv8vixH7qA==)"
"(UID, 6eae56c01635a56)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 31)","(module_id, 234)","(key, multifile_download_id)","(value, 365)"
"(UID, 92bb15ce49409cf)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 32)","(module_id, 234)","(key, download_api)","(value, 1)"
"(UID, eacd015600bbb6f)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 33)","(module_id, 234)","(key, download_allow_metered)","(value, false)"
"(UID, e5374d203389d42)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 34)","(module_id, 234)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217110225_1712498282268603_3944226423209346430_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=mEi4bp_6r7YAX9kXXzV&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=774557a41577f2d4f01061caee8693cf&oe=60F8035C)"
"(UID, 11137dd6baac092)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 35)","(module_id, 234)","(key, release_file_hash)","(value, LK0ivYkdodgStx4ShkC009YbFK2F5Sd7YnYxQGzesKk=)"
"(UID, c3d2833150f1be3)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 36)","(module_id, 234)","(key, release_full_apk_signature)","(value, AQDiMEUCIAUNLajh5UKu64QXG/9zRju9Idhw/GSr/Fr3BfDDZpG8AiEA1ifo8EN3sGAS41UP9QWEjW8Ln7uj2SmRu6dqB+knyXA=)"
"(UID, 89578839c0bed3f)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 37)","(module_id, 235)","(key, multifile_download_id)","(value, 365)"
"(UID, 9440512ce6f9ec1)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 38)","(module_id, 235)","(key, download_api)","(value, 1)"
"(UID, 1c5ec54d6e5e7de)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 39)","(module_id, 235)","(key, download_allow_metered)","(value, false)"
"(UID, d7fcef8b242e1c1)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 40)","(module_id, 235)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/218221931_1712495562268875_6878298083850002305_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=dBbJSzqt6AAAX_8fGIp&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=f0936087fcac2ad3922e6400b284ffb8&oe=60F6CD2C)"
"(UID, 5a60c973356ac4e)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 41)","(module_id, 235)","(key, release_file_hash)","(value, GKViv2RV3fCV6Gb5XXhqp0PSj2GuEEhrYlrOIBop+vM=)"
"(UID, 14d963a49d860a7)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 42)","(module_id, 235)","(key, release_full_apk_signature)","(value, AQDiMEQCIGJS5MM51QExFzAP3DGW950Rq1wwU0iFZXFlLjvmxN4gAiBDpegeTbbDDueByWLT5YHPp5PDLkMS6E6xhtD7SJIUZA==)"
"(UID, b123d583c3f4136)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 43)","(module_id, 236)","(key, multifile_download_id)","(value, 365)"
"(UID, c50a0919b1eb4b1)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 44)","(module_id, 236)","(key, download_api)","(value, 1)"
"(UID, 066da070e5dbf6f)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 45)","(module_id, 236)","(key, download_allow_metered)","(value, false)"
"(UID, 74b73c21cd37d1b)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 46)","(module_id, 236)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217584074_1712495292268902_976041804380390934_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=QPly65OEq-IAX-Ks_l4&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=e313c65c342207dc9b0d4908b154a3ce&oe=60F76C8B)"
"(UID, 4a81ac92796113c)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 47)","(module_id, 236)","(key, release_file_hash)","(value, VYzovJlDmT1FgqyFX+JRSFGgiS0gfT23nAIgaxNQcDA=)"
"(UID, 212726db5cb815a)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 48)","(module_id, 236)","(key, release_full_apk_signature)","(value, AQDiMEUCIQCDZPHFIFviEkrZSZGZh11JRceyOdZs5LF9kcVido95BgIgKaCClCKPEjLxRA50njUsnhsKb9zVTObL6ZDGZSSW7sE=)"
"(UID, ca41c7a9e45de12)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 49)","(module_id, 237)","(key, multifile_download_id)","(value, 365)"
"(UID, f8b56f555df1629)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 50)","(module_id, 237)","(key, download_api)","(value, 1)"
"(UID, 3808ff3d0df8beb)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 51)","(module_id, 237)","(key, download_allow_metered)","(value, false)"
"(UID, 331cd90f6b633aa)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 52)","(module_id, 237)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217734402_1712493502269081_2943052832913748586_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=2Xy4g25Pot0AX_oH0H6&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=ab6b98bb1c737cb8f83797552ff1b9a0&oe=60F844F5)"
"(UID, 017f4a7e069430a)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 53)","(module_id, 237)","(key, release_file_hash)","(value, ZlZfDojCyMCrQmFo6V3o5ASHyWkYAZhnENqnvuLXfSo=)"
"(UID, cf0ed7682d9505d)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 54)","(module_id, 237)","(key, release_full_apk_signature)","(value, AQDiMEYCIQDze1SmR0ncgYGF/FI9l8r8seZVvqCVZNkAd1O8FoQvqQIhAKp0/70dU9UiiCwgAFgXyFYFJ7zJWtRcIGzPybOLNOPz)"
"(UID, 9779d82ff8732ca)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 55)","(module_id, 238)","(key, multifile_download_id)","(value, 365)"
"(UID, 560734519b69c63)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 56)","(module_id, 238)","(key, download_api)","(value, 1)"
"(UID, 3826d397872d06b)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 57)","(module_id, 238)","(key, download_allow_metered)","(value, false)"
"(UID, 3a4f3f78e2331d2)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 58)","(module_id, 238)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217873117_1712492935602471_2151683082578820495_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=QWwIzJRa4B8AX_QjAyI&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=b62c5651b2de8e0e31fd74b480e33b67&oe=60F87C96)"
"(UID, 5ceaa29e2dae10b)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 59)","(module_id, 238)","(key, release_file_hash)","(value, tlyCOO4zmyE4K9bDAuQZTHHdb7/FlpH4IJj/gX52blQ=)"
"(UID, 76d8b7b798dd2b9)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 60)","(module_id, 238)","(key, release_full_apk_signature)","(value, AQDiMEQCIAjk/BQKxC+iQ09aKk0t3W82yBLZTBnU09v/WbFhFGg6AiB47oSSCpZ7Ju78Cj9624nRPeslBpgO+WVsvtna7GNTVw==)"
"(UID, 2d9b5ea8759fc73)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 61)","(module_id, 239)","(key, multifile_download_id)","(value, 365)"
"(UID, a02dbc1afdf3f2c)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 62)","(module_id, 239)","(key, download_api)","(value, 1)"
"(UID, 04d22d9c0c63fbb)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 63)","(module_id, 239)","(key, download_allow_metered)","(value, false)"
"(UID, 23e61c2370d0039)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 64)","(module_id, 239)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217535704_1712492825602482_302297979185207616_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=d7fWdCDU1i4AX8zlH9V&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=1f69341bbdd1c2eeac7b3b1779cd94e5&oe=60F6E186)"
"(UID, 8f8a5546bf228d2)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 65)","(module_id, 239)","(key, release_file_hash)","(value, 42z2IzOohY8EmNPwgG3yGaSlvzNAeWKrRTKpXNy036Y=)"
"(UID, 4a227849c994ed6)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 66)","(module_id, 239)","(key, release_full_apk_signature)","(value, AQDiMEYCIQDxvcVnW65+p2iY5/utquhGKPaENBlmllVWiBR74x4uBAIhAOB2203dX5HM4THzVf1Hlokf5TPSj9/dwiztWe+4gjTh)"
"(UID, 293018123bd8f94)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 67)","(module_id, 240)","(key, multifile_download_id)","(value, 365)"
"(UID, 2431e65865220f8)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 68)","(module_id, 240)","(key, download_api)","(value, 1)"
"(UID, f359d1cd6ba1816)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 69)","(module_id, 240)","(key, download_allow_metered)","(value, false)"
"(UID, 80abde19357cd6a)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 70)","(module_id, 240)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/218426809_1712492698935828_7223212968525729078_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=NVjHj18-bSkAX-PdKHJ&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=7212194929f069af4faa8b0c8f0962fb&oe=60F69C61)"
"(UID, a26642841535ac0)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 71)","(module_id, 240)","(key, release_file_hash)","(value, VLZSP1RAlU2ZLWsuspi/p7jKdiEh/gxStuvPeMV1mic=)"
"(UID, 2653b4d5effbabf)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 72)","(module_id, 240)","(key, release_full_apk_signature)","(value, AQDiMEUCIHAUJBm16fDuBNrfrQCvCZnB/sSeNjqLfWTSxnVxBSNuAiEAlfOCpur6QJ8eEC09DSL2eLPtspzJmt6QgHMuek+NJVw=)"
"(UID, 12a860b4bf00962)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 73)","(module_id, 241)","(key, multifile_download_id)","(value, 365)"
"(UID, fe63e269cc5273c)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 74)","(module_id, 241)","(key, download_api)","(value, 1)"
"(UID, f2cafb440ae229b)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 75)","(module_id, 241)","(key, download_allow_metered)","(value, false)"
"(UID, bf08e3b82cf4e44)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 76)","(module_id, 241)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/216848692_1712492555602509_325341078156038594_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=c6PK_HxbvOgAX-VQLXP&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=078b2faa7e7219883986da9f48ee3558&oe=60F84CFF)"
"(UID, 12202ade7f518ec)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 77)","(module_id, 241)","(key, release_file_hash)","(value, lBauzbsmUeqCJtQISWheXCf2aznMz2UaCTs+kxTWO8o=)"
"(UID, 22e4ddba1ad38a4)","(AN, Facebook App Manager)","(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 78)","(module_id, 241)","(key, release_full_apk_signature)","(value, AQDiMEUCIG92YO1zJ2X8W8iRggnDLa76SZd5E3PGrGrLTs68cGWIAiEAkpXAoaGigYnnaZsNjpFYu8/R04P+xD+P9dXoYbWxgIg=)"
