UID,AN,PID,DN,DP,TN,RL,stickerId,packId,cacheKey,stickerType,capFriends,capGeo,targetPreview,targetChat,targetOdg,animated,priority,expandable,sponsored,displayCount,stickerPackTitle,boltMediaToken,rank,targetStickerQuickReply,miniAppId,miniShareInfo,capabilities
"(UID, cd8cf2d01d74154)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2149)","(stickerId, hometab_megapack_apparel_props~heart_glasses.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/iF8Ovy9ZfaJdVbUgFoMiI?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCPeb5usFSAJQB2AB&uc=7)","(rank, 45500)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, a157a12044a7055)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2150)","(stickerId, hometab_megapack_apparel_props~graduation_hat.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/oKbNnbwgQEHgjV5bYqa8s?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLfViuwFSAJQB2AB&uc=7)","(rank, 81000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, e4ee433cec86a57)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2151)","(stickerId, hometab_megapack_apparel_props~static-018.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/JGftr5x9ULPXsRvxqMkIF?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCICc5usFSAJQB2AB&uc=7)","(rank, 39000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 580b181cd097c42)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2152)","(stickerId, hometab_megapack_apparel_props~weird_eyes.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/u1Hg7182e0rrhs8ueA497?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCIOc5usFSAJQB2AB&uc=7)","(rank, 44000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 660ecb27bf6cb50)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2153)","(stickerId, hometab_megapack_apparel_props~racing_jacket.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/CmxPzQurTkDJsjqLcmLzc?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLvViuwFSAJQB2AB&uc=7)","(rank, 75000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 9ec0725586a0477)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2154)","(stickerId, hometab_megapack_apparel_props~snapchat-sticker-apron.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/J1BoL0g2CuXWWBXyKEAOk?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCP-b5usFSAJQB2AB&uc=7)","(rank, 43000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 8d62e00eff201b3)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2155)","(stickerId, hometab_megapack_apparel_props~hat_01.webp)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 1)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/BADEVUAkzt05XQAxAx8K0?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCPab5usFSAJQB2AB&uc=7)","(rank, 45750)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 144e65564175b59)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2156)","(stickerId, hometab_megapack_apparel_props~glasses_100.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/yrDUWHEunHWSqjgki6s4R?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLXViuwFSAJQB2AB&uc=7)","(rank, 58500)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, e256d79825b5648)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2157)","(stickerId, hometab_megapack_apparel_props~shoes_on_fire.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 58000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, c52cab02688e723)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2158)","(stickerId, hometab_megapack_apparel_props~crown_3.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/clpHAef5ERygCJoQOQ5sk?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCPGb5usFSAJQB2AB&uc=7)","(rank, 40500)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, df3b156e3badf24)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2159)","(stickerId, hometab_megapack_apparel_props~_swag.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/vXbVNDk7IO6pOKVo5DRSP?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCO6b5usFSAJQB2AB&uc=7)","(rank, 1000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 80604ee70cd8549)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2160)","(stickerId, hometab_megapack_apparel_props~backpack_.webp)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 1)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/zHP3xav73jhxvz3qNMyDS?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCO6b5usFSAJQB2AB&uc=7)","(rank, 33500)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, ad237fdd093f913)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2161)","(stickerId, hometab_megapack_apparel_props~sticker-set-violeta-noy-props-1.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/Q9cZ7Y3SxqTg6OHPsdRkJ?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCICc5usFSAJQB2AB&uc=7)","(rank, 39875)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, a56ce668d8a8c9b)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2162)","(stickerId, hometab_megapack_apparel_props~flag_hat.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 84000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 0cf42fda35594fc)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2163)","(stickerId, hometab_megapack_apparel_props~holographic_halo.png)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 1)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 150)","(expandable, 0)","(sponsored, 0)","(displayCount, 16)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/UDX3PmLMdX21rsRigfizM?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCPmb5usFSAJQB2AB&uc=7)","(rank, 9813)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, f09f54ec7e6574a)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2164)","(stickerId, hometab_megapack_decoratives~animated_deco.webp)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 1)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/VQJp6THRzADB55OOPBX84?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCIHp5_UFSAJQB2AB&uc=7)","(rank, 42500)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 7ac5e7e6bed7446)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2165)","(stickerId, hometab_megapack_decoratives~animated_deco_2.webp)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 1)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/VJemhIaRNNuIXTk4MipyZ?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCIDp5_UFSAJQB2AB&uc=7)","(rank, 4000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, e84f4d4275cbe41)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2166)","(stickerId, hometab_megapack_decoratives~bokeh_sparkle_1.png)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/zgEHWDoLxQOg4pAs8PONL?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCIPp5_UFSAJQB2AB&uc=7)","(rank, 31000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 9e001d755989167)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2167)","(stickerId, hometab_megapack_decoratives~streamer_confetti417_.png)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/oCGlVgPpo9wN0g77CxTiS?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCJzp5_UFSAJQB2AB&uc=7)","(rank, 50000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 3cebd677a1027cc)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2168)","(stickerId, hometab_megapack_decoratives~streamer_confetti414_.png)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/6zFdVUNdzJ5v30SYe2f1U?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCJvp5_UFSAJQB2AB&uc=7)","(rank, 37500)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 25b14554314cd22)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2169)","(stickerId, hometab_megapack_decoratives~star_burst.png)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/4dcxvTmK4QBVUGsdUTKcO?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCJTp5_UFSAJQB2AB&uc=7)","(rank, 38000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 074162090f68f6b)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2170)","(stickerId, hometab_megapack_decoratives~confetti.png)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/KDWkPGMyaKgIVbEDRrwgz?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCIbp5_UFSAJQB2AB&uc=7)","(rank, 44750)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, e32a5351218d415)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2171)","(stickerId, hometab_megapack_decoratives~gem_heart.webp)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 1)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/iz2JHbvDs0ojku4staoJQ?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCO7r5_UFSAJQB2AB&uc=7)","(rank, 17875)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 9f7db382e9885a7)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2172)","(stickerId, hometab_megapack_decoratives~jewels_gems.webp)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 1)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/EbNKg1mRKJAs3lttpSBsm?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCPHr5_UFSAJQB2AB&uc=7)","(rank, 11750)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 1f206d6d1c330d8)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2173)","(stickerId, hometab_megapack_decoratives~moon_star_banner.png)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/guz5FlfGp1uqed8AnSp01?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCJDp5_UFSAJQB2AB&uc=7)","(rank, 30000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, e35c219ef6c3fc4)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2174)","(stickerId, hometab_megapack_decoratives~streamer_confetti419_.png)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/xwBJAmkNS5onyyKezG0bg?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCJ3p5_UFSAJQB2AB&uc=7)","(rank, 22625)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, f108b6e3b4b1a1e)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2175)","(stickerId, hometab_megapack_decoratives~pain_splotches.png)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/pimLCIv2mIp6GcJ2oWL8v?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCJHp5_UFSAJQB2AB&uc=7)","(rank, 32000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, 66750f782769ca1)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2176)","(stickerId, hometab_megapack_decoratives~animated_deco_1.webp)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 1)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/iXRaZppDxsHavLGDWjLOc?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCP_o5_UFSAJQB2AB&uc=7)","(rank, 21500)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(UID, b505c03ad3bfbc4)","(AN, Snapchat)","(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2177)","(stickerId, hometab_megapack_decoratives~bokeh_sparkle_2.png)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(stickerType, StickerPackMetadata)","(capFriends, 0)","(capGeo, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(animated, 0)","(priority, 450)","(expandable, 0)","(sponsored, 0)","(displayCount, 28)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/N1rx9iXD7Bqt5XEih0blh?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCITp5_UFSAJQB2AB&uc=7)","(rank, 62000)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
